part_id,part_name,material,weight_kg,designer,created_date
P9643,Drive Shaft,Copper Alloy,46.23,Priya,2023-04-12
P18943,Axle Rod,Aluminum,42.04,Deepak,2023-04-26
P13424,Flywheel,Carbon Steel,18.49,Amit,2023-04-30
P13356,Bearing Housing,Brass,1.19,Ravi,2023-04-20
P11872,Brake Disc,Magnesium,11.5,Priya,2023-04-24
P19937,Clutch Plate,Iron,8.09,Meena,2023-04-29
P5934,Ball Joint,Carbon Steel,29.58,Priya,2023-04-02
P19419,Axle Rod,Cast Iron,38.55,Amit,2023-04-21
P17455,Rocker Arm,Stainless Steel,4.11,Suresh,2023-04-18
P5387,Brake Disc,Carbon Steel,5.79,Neha,2023-04-18
P8366,Suspension Arm,Carbon Steel,10.01,Priya,2023-04-04
P7461,Bearing Housing,Steel,15.27,Amit,2023-04-10
P13213,Axle Rod,Carbon Steel,20.78,Meena,2023-04-07
P10318,Drive Shaft,Titanium,20.0,Arun,2023-04-29
P19499,Drive Shaft,Titanium,34.8,Rahul,2023-04-12
P11485,Suspension Arm,Carbon Steel,43.66,Lakshmi,2023-04-17
P7307,Piston Ring,Magnesium,26.99,Rahul,2023-04-14
P17703,Differential Gear,Magnesium,25.9,Priya,2023-04-07
P12349,Piston Ring,Iron,12.97,Priya,2023-04-16
P15633,Timing Belt,Steel,15.85,Neha,2023-04-03
P13428,Clutch Plate,Steel,26.95,Priya,2023-04-22
P14355,Axle Rod,Cast Iron,26.9,Ankit,2023-04-26
P12629,Torque Rod,Aluminum,47.4,Amit,2023-04-21
P2461,Ball Joint,Stainless Steel,24.04,Meena,2023-04-28
P17566,Ball Joint,Titanium,36.24,Ravi,2023-04-12
P9084,Piston Ring,Iron,17.97,Lakshmi,2023-04-25
P2568,Torque Rod,Cast Iron,5.76,Arun,2023-04-26
P7045,Rocker Arm,Aluminum,23.65,Rahul,2023-04-03
P19393,Ball Joint,Brass,5.21,Arun,2023-04-21
P20247,Knuckle,Magnesium,46.06,Neha,2023-04-06
P11243,Torque Rod,Iron,45.37,Meena,2023-04-13
P18170,Camshaft,Carbon Steel,11.95,Arun,2023-04-14
P14333,Timing Belt,Copper Alloy,44.51,Arun,2023-04-05
P13364,Torque Rod,Aluminum,31.11,Rahul,2023-04-28
P1202,Differential Gear,Stainless Steel,22.78,Amit,2023-04-26
P15233,Axle Rod,Cast Iron,16.8,Amit,2023-04-05
P9694,Knuckle,Aluminum,20.46,Amit,2023-04-22
P4835,Camshaft,Cast Iron,46.52,Amit,2023-04-08
P9162,Knuckle,Steel,42.97,Kavitha,2023-04-29
P15141,Steering Rack,Brass,7.15,Ankit,2023-04-09
P11151,Gear Shaft,Cast Iron,7.89,Arun,2023-04-18
P10043,Clutch Plate,Copper Alloy,9.23,Meena,2023-04-09
P18204,Knuckle,Stainless Steel,28.05,Neha,2023-04-22
P8557,Crankshaft,Aluminum,4.13,Neha,2023-04-05
P18172,Brake Disc,Cast Iron,39.14,Meena,2023-04-01
P19653,Valve Spring,Cast Iron,8.16,Rahul,2023-04-14
P11859,Torque Rod,Steel,19.02,Ankit,2023-04-13
P15064,Clutch Plate,Stainless Steel,46.96,Ankit,2023-04-22
P13240,Torque Rod,Steel,13.51,Neha,2023-04-19
P9793,Timing Belt,Aluminum,36.55,Amit,2023-04-30
P11736,Knuckle,Carbon Steel,26.33,Arun,2023-04-01
P2905,Piston Ring,Brass,15.66,Neha,2023-04-03
P4275,Gear Shaft,Cast Iron,7.27,Ravi,2023-04-08
P14608,Rocker Arm,Carbon Steel,35.34,Rahul,2023-04-12
P20341,Flywheel,Iron,35.82,Deepak,2023-04-09
P8856,Brake Disc,Cast Iron,9.12,Arun,2023-04-25
P4817,Ball Joint,Aluminum,3.72,Ankit,2023-04-26
P15311,Drive Shaft,Brass,10.21,Amit,2023-04-26
P5321,Torque Rod,Magnesium,39.45,Priya,2023-04-14
P18701,Timing Belt,Copper Alloy,41.63,Ravi,2023-04-21
P9051,Suspension Arm,Stainless Steel,40.73,Amit,2023-04-17
P7122,Clutch Plate,Brass,27.59,Rahul,2023-04-11
P19520,Clutch Plate,Copper Alloy,20.46,Meena,2023-04-07
P3664,Knuckle,Iron,39.15,Meena,2023-04-18
P6958,Differential Gear,Carbon Steel,44.17,Meena,2023-04-20
P11814,Rocker Arm,Carbon Steel,41.93,Neha,2023-04-07
P13456,Drive Shaft,Iron,25.18,Priya,2023-04-10
P5782,Torque Rod,Carbon Steel,12.09,Ravi,2023-04-12
P9995,Suspension Arm,Aluminum,18.94,Meena,2023-04-06
P16060,Gear Shaft,Titanium,37.44,Ravi,2023-04-13
P1328,Crankshaft,Magnesium,9.05,Kavitha,2023-04-29
P2413,Timing Belt,Stainless Steel,42.41,Lakshmi,2023-04-04
P3314,Ball Joint,Cast Iron,43.67,Deepak,2023-04-27
