part_id,part_name,material,weight_kg,designer,created_date
P1780,Flywheel,Cast Iron,20.48,Amit,2023-08-24
P14860,Brake Disc,Brass,19.13,Kavitha,2023-08-29
P16286,Gear Shaft,Brass,30.16,Deepak,2023-08-07
P18956,Piston Ring,Copper Alloy,9.73,Deepak,2023-08-01
P1746,Piston Ring,Copper Alloy,27.09,Lakshmi,2023-08-27
P4630,Rocker Arm,Steel,35.01,Suresh,2023-08-21
P10993,Brake Disc,Copper Alloy,10.55,Arun,2023-08-08
P18554,Ball Joint,Magnesium,1.02,Ankit,2023-08-26
P16452,Suspension Arm,Brass,9.31,Kavitha,2023-08-07
P5756,Bearing Housing,Copper Alloy,31.72,Amit,2023-08-21
P20731,Differential Gear,Copper Alloy,41.22,Ankit,2023-08-19
P9778,Brake Disc,Brass,3.43,Kavitha,2023-08-14
P15038,Camshaft,Titanium,6.09,Meena,2023-08-20
P2413,Suspension Arm,Stainless Steel,26.17,Lakshmi,2023-08-25
P16710,Differential Gear,Titanium,12.53,Priya,2023-08-06
P1552,Knuckle,Steel,41.62,Ravi,2023-08-03
P7815,Brake Disc,Steel,37.99,Ravi,2023-08-27
P6860,Gear Shaft,Cast Iron,39.47,Suresh,2023-08-28
P11299,Drive Shaft,Brass,3.85,Priya,2023-08-04
P10421,Ball Joint,Carbon Steel,29.17,Lakshmi,2023-08-02
P9959,Drive Shaft,Steel,16.28,Suresh,2023-08-23
P13560,Torque Rod,Iron,9.45,Suresh,2023-08-21
P4069,Suspension Arm,Brass,16.76,Ravi,2023-08-02
P10824,Rocker Arm,Titanium,39.86,Ravi,2023-08-13
P3917,Axle Rod,Stainless Steel,13.82,Arun,2023-08-18
P17625,Clutch Plate,Aluminum,12.46,Deepak,2023-08-26
P7026,Steering Rack,Copper Alloy,27.11,Deepak,2023-08-30
P9483,Rocker Arm,Copper Alloy,31.83,Ankit,2023-08-19
P20322,Drive Shaft,Steel,31.52,Lakshmi,2023-08-15
P16683,Ball Joint,Cast Iron,20.43,Amit,2023-08-19
P17633,Steering Rack,Cast Iron,49.7,Kavitha,2023-08-31
P3750,Valve Spring,Titanium,49.96,Ravi,2023-08-17
P15529,Tie Rod End,Copper Alloy,34.31,Arun,2023-08-16
P6236,Axle Rod,Copper Alloy,26.84,Meena,2023-08-09
P7483,Bearing Housing,Copper Alloy,19.63,Lakshmi,2023-08-17
P4687,Drive Shaft,Stainless Steel,19.86,Lakshmi,2023-08-15
P20508,Flywheel,Carbon Steel,16.93,Lakshmi,2023-08-29
P13165,Rocker Arm,Aluminum,40.68,Meena,2023-08-22
P8827,Clutch Plate,Iron,32.08,Amit,2023-08-30
P8424,Rocker Arm,Cast Iron,18.37,Priya,2023-08-30
P2468,Camshaft,Copper Alloy,3.94,Neha,2023-08-11
P16117,Ball Joint,Steel,40.6,Arun,2023-08-24
P4336,Camshaft,Copper Alloy,5.09,Suresh,2023-08-04
P14921,Brake Disc,Copper Alloy,22.82,Lakshmi,2023-08-17
P9677,Drive Shaft,Titanium,23.24,Deepak,2023-08-25
P6503,Torque Rod,Steel,1.56,Ankit,2023-08-15
P5517,Crankshaft,Titanium,19.68,Priya,2023-08-14
P16089,Axle Rod,Stainless Steel,49.07,Amit,2023-08-12
P18571,Camshaft,Titanium,38.33,Arun,2023-08-28
P19422,Camshaft,Cast Iron,13.98,Arun,2023-08-28
P3177,Rocker Arm,Steel,26.02,Ravi,2023-08-26
P19983,Axle Rod,Steel,9.27,Rahul,2023-08-02
P15285,Axle Rod,Cast Iron,13.04,Ankit,2023-08-06
P7391,Suspension Arm,Copper Alloy,11.76,Lakshmi,2023-08-15
P16795,Knuckle,Copper Alloy,37.74,Ravi,2023-08-20
P10598,Clutch Plate,Brass,29.22,Ravi,2023-08-16
P2980,Bearing Housing,Magnesium,47.54,Neha,2023-08-26
P10800,Differential Gear,Iron,6.89,Arun,2023-08-21
P2128,Bearing Housing,Titanium,30.06,Amit,2023-08-19
P3020,Flywheel,Steel,2.46,Meena,2023-08-07
P9792,Suspension Arm,Aluminum,43.0,Ravi,2023-08-02
P17209,Drive Shaft,Titanium,9.3,Amit,2023-08-11
