part_id,part_name,material,weight_kg,designer,created_date
P14519,Gear Shaft,Copper Alloy,48.42,Deepak,2024-01-06
P15523,Knuckle,Titanium,11.95,Ravi,2024-01-17
P4750,Torque Rod,Titanium,2.16,Priya,2024-01-04
P18852,Crankshaft,Cast Iron,30.01,Arun,2024-01-31
P16699,Crankshaft,Copper Alloy,32.63,Arun,2024-01-18
P13599,Timing Belt,Stainless Steel,40.53,Meena,2024-01-26
P10250,Suspension Arm,Stainless Steel,9.13,Amit,2024-01-19
P6541,Rocker Arm,Stainless Steel,42.06,Neha,2024-01-26
P20891,Steering Rack,Magnesium,45.02,Amit,2024-01-17
P5584,Piston Ring,Titanium,48.59,Priya,2024-01-24
P1559,Camshaft,Copper Alloy,24.0,Deepak,2024-01-23
P12966,Ball Joint,Brass,22.14,Neha,2024-01-28
P18497,Brake Disc,Aluminum,35.57,Lakshmi,2024-01-10
P10028,Torque Rod,Steel,48.13,Meena,2024-01-22
P6074,Brake Disc,Steel,2.59,Rahul,2024-01-25
P2780,Ball Joint,Aluminum,12.68,Suresh,2024-01-30
P6406,Drive Shaft,Iron,23.59,Meena,2024-01-26
P5101,Tie Rod End,Cast Iron,20.36,Priya,2024-01-10
P15839,Valve Spring,Copper Alloy,44.86,Suresh,2024-01-31
P14241,Ball Joint,Stainless Steel,3.32,Amit,2024-01-29
P20444,Differential Gear,Brass,28.23,Neha,2024-01-22
P17660,Crankshaft,Copper Alloy,49.03,Arun,2024-01-12
P11526,Steering Rack,Cast Iron,39.73,Arun,2024-01-24
P10695,Piston Ring,Steel,15.44,Rahul,2024-01-02
P14623,Tie Rod End,Iron,15.6,Neha,2024-01-09
P16913,Valve Spring,Cast Iron,44.66,Suresh,2024-01-17
P13978,Valve Spring,Steel,6.77,Neha,2024-01-11
P9543,Piston Ring,Titanium,18.67,Priya,2024-01-07
P11573,Brake Disc,Aluminum,39.2,Ankit,2024-01-19
P19562,Timing Belt,Titanium,41.82,Kavitha,2024-01-05
P19802,Differential Gear,Stainless Steel,43.3,Ankit,2024-01-20
P3813,Timing Belt,Copper Alloy,10.92,Ravi,2024-01-12
