part_id,part_name,material,weight_kg,designer,created_date
P9949,Torque Rod,Cast Iron,47.45,Ravi,2024-10-15
P2918,Axle Rod,Titanium,15.73,Lakshmi,2024-10-21
P5223,Differential Gear,Stainless Steel,45.09,Kavitha,2024-10-28
P11081,Timing Belt,Cast Iron,9.2,Kavitha,2024-10-03
P9579,Suspension Arm,Cast Iron,24.15,Neha,2024-10-09
P1625,Piston Ring,Stainless Steel,15.28,Arun,2024-10-20
P14503,Clutch Plate,Iron,36.24,Priya,2024-10-06
P12478,Steering Rack,Carbon Steel,4.38,Ankit,2024-10-14
P12450,Axle Rod,Stainless Steel,18.55,Arun,2024-10-18
P5545,Suspension Arm,Brass,13.23,Kavitha,2024-10-14
P7528,Ball Joint,Carbon Steel,16.87,Ravi,2024-10-14
P10348,Ball Joint,Titanium,21.92,Deepak,2024-10-20
P11729,Rocker Arm,Stainless Steel,33.49,Neha,2024-10-30
P5895,Piston Ring,Brass,8.16,Kavitha,2024-10-15
P2386,Piston Ring,Stainless Steel,37.93,Rahul,2024-10-23
P6949,Ball Joint,Cast Iron,5.78,Meena,2024-10-20
P12830,Timing Belt,Magnesium,3.23,Neha,2024-10-25
P1061,Timing Belt,Aluminum,2.34,Meena,2024-10-31
P14797,Camshaft,Brass,5.09,Deepak,2024-10-27
P7020,Clutch Plate,Steel,17.13,Suresh,2024-10-22
P6772,Axle Rod,Copper Alloy,43.66,Amit,2024-10-01
P17661,Clutch Plate,Brass,35.11,Kavitha,2024-10-06
P17436,Knuckle,Titanium,27.95,Deepak,2024-10-01
P13104,Timing Belt,Brass,49.71,Ravi,2024-10-17
P19380,Ball Joint,Titanium,41.26,Priya,2024-10-31
P6159,Clutch Plate,Brass,29.89,Ravi,2024-10-13
P18653,Crankshaft,Steel,3.57,Amit,2024-10-03
P7687,Ball Joint,Carbon Steel,38.61,Amit,2024-10-21
P1812,Axle Rod,Titanium,35.65,Ravi,2024-10-11
P3758,Differential Gear,Brass,34.91,Kavitha,2024-10-11
P19115,Differential Gear,Aluminum,31.64,Amit,2024-10-02
P10644,Ball Joint,Iron,0.97,Meena,2024-10-12
P17418,Clutch Plate,Steel,44.22,Ravi,2024-10-02
P9334,Bearing Housing,Iron,10.59,Amit,2024-10-05
P12478,Valve Spring,Steel,46.79,Neha,2024-10-14
P2758,Torque Rod,Aluminum,6.47,Ankit,2024-10-18
P1622,Piston Ring,Iron,38.14,Suresh,2024-10-31
P15749,Crankshaft,Stainless Steel,6.39,Ravi,2024-10-24
P8557,Crankshaft,Carbon Steel,38.02,Ravi,2024-10-25
P6501,Brake Disc,Magnesium,48.6,Suresh,2024-10-02
P10703,Differential Gear,Stainless Steel,34.93,Deepak,2024-10-08
P12524,Rocker Arm,Brass,34.45,Lakshmi,2024-10-18
P2615,Suspension Arm,Aluminum,32.48,Lakshmi,2024-10-22
P4211,Suspension Arm,Steel,6.2,Ankit,2024-10-15
P4361,Suspension Arm,Magnesium,36.54,Kavitha,2024-10-25
P2749,Piston Ring,Aluminum,37.37,Priya,2024-10-30
P9439,Brake Disc,Copper Alloy,6.26,Kavitha,2024-10-14
P18748,Ball Joint,Cast Iron,46.14,Ankit,2024-10-06
P17863,Piston Ring,Cast Iron,22.72,Ankit,2024-10-16
P12617,Axle Rod,Cast Iron,40.91,Priya,2024-10-29
P20289,Differential Gear,Steel,46.76,Suresh,2024-10-26
P19407,Tie Rod End,Copper Alloy,23.98,Amit,2024-10-15
P3811,Ball Joint,Titanium,3.17,Deepak,2024-10-31
P3398,Brake Disc,Aluminum,44.61,Deepak,2024-10-09
P2313,Axle Rod,Copper Alloy,39.91,Ankit,2024-10-04
P12380,Drive Shaft,Iron,29.55,Ankit,2024-10-24
P15867,Steering Rack,Titanium,21.28,Arun,2024-10-28
P16339,Steering Rack,Cast Iron,33.95,Lakshmi,2024-10-30
P5588,Piston Ring,Magnesium,26.49,Neha,2024-10-13
P13167,Steering Rack,Magnesium,46.35,Ravi,2024-10-13
P12635,Rocker Arm,Stainless Steel,19.19,Priya,2024-10-31
P11748,Drive Shaft,Copper Alloy,16.64,Suresh,2024-10-12
P3067,Gear Shaft,Stainless Steel,5.31,Priya,2024-10-31
