part_id,part_name,material,weight_kg,designer,created_date
P20539,Gear Shaft,Iron,0.35,Ankit,2023-06-22
P9594,Camshaft,Titanium,46.84,Kavitha,2023-06-23
P3222,Valve Spring,Aluminum,44.29,Lakshmi,2023-06-05
P20270,Differential Gear,Steel,21.02,Lakshmi,2023-06-12
P3234,Crankshaft,Aluminum,45.96,Suresh,2023-06-10
P13888,Clutch Plate,Iron,36.46,Kavitha,2023-06-28
P18717,Knuckle,Carbon Steel,4.19,Deepak,2023-06-09
P16742,Differential Gear,Aluminum,5.68,Neha,2023-06-22
P12801,Piston Ring,Iron,24.79,Deepak,2023-06-06
P8191,Suspension Arm,Carbon Steel,41.63,Priya,2023-06-07
P1845,Piston Ring,Carbon Steel,0.21,Suresh,2023-06-15
P10911,Clutch Plate,Steel,29.48,Lakshmi,2023-06-04
P15433,Axle Rod,Brass,11.4,Meena,2023-06-10
P4747,Tie Rod End,Magnesium,28.15,Suresh,2023-06-06
P7831,Gear Shaft,Carbon Steel,44.81,Deepak,2023-06-06
P20235,Valve Spring,Magnesium,10.47,Meena,2023-06-07
P5266,Timing Belt,Copper Alloy,15.5,Priya,2023-06-28
P15275,Crankshaft,Aluminum,21.01,Amit,2023-06-21
P1632,Piston Ring,Magnesium,49.28,Priya,2023-06-07
P18131,Flywheel,Brass,40.11,Suresh,2023-06-09
P13317,Flywheel,Copper Alloy,19.37,Kavitha,2023-06-27
P12969,Suspension Arm,Iron,16.01,Neha,2023-06-02
P10846,Knuckle,Carbon Steel,39.03,Suresh,2023-06-04
P7520,Piston Ring,Steel,37.36,Neha,2023-06-22
P9569,Flywheel,Titanium,42.01,Priya,2023-06-15
P14326,Valve Spring,Aluminum,7.63,Amit,2023-06-05
P8334,Clutch Plate,Magnesium,5.07,Lakshmi,2023-06-01
P5676,Rocker Arm,Stainless Steel,9.77,Rahul,2023-06-22
P16990,Gear Shaft,Stainless Steel,42.12,Amit,2023-06-07
P6895,Bearing Housing,Titanium,5.41,Suresh,2023-06-08
P15326,Clutch Plate,Carbon Steel,48.58,Ankit,2023-06-07
P20534,Differential Gear,Copper Alloy,10.54,Lakshmi,2023-06-07
P15693,Tie Rod End,Cast Iron,22.53,Rahul,2023-06-30
P3863,Knuckle,Carbon Steel,15.63,Rahul,2023-06-12
P5690,Timing Belt,Iron,35.21,Meena,2023-06-16
P12310,Knuckle,Aluminum,2.99,Arun,2023-06-26
P19932,Clutch Plate,Stainless Steel,43.92,Deepak,2023-06-17
P11697,Camshaft,Brass,12.45,Priya,2023-06-02
P10137,Flywheel,Carbon Steel,23.33,Meena,2023-06-26
P20027,Ball Joint,Magnesium,0.2,Arun,2023-06-24
P8716,Camshaft,Brass,6.7,Arun,2023-06-03
P20386,Differential Gear,Carbon Steel,3.43,Rahul,2023-06-18
P19044,Clutch Plate,Brass,16.39,Amit,2023-06-14
P6605,Flywheel,Carbon Steel,10.76,Amit,2023-06-17
P11737,Piston Ring,Carbon Steel,12.66,Amit,2023-06-16
P19097,Suspension Arm,Stainless Steel,28.02,Arun,2023-06-21
P18531,Axle Rod,Brass,44.13,Kavitha,2023-06-22
P20640,Ball Joint,Cast Iron,44.11,Deepak,2023-06-29
P4233,Flywheel,Stainless Steel,24.19,Rahul,2023-06-28
P9768,Crankshaft,Aluminum,41.87,Meena,2023-06-06
P16981,Crankshaft,Titanium,39.38,Amit,2023-06-01
P15411,Camshaft,Cast Iron,45.92,Meena,2023-06-17
P9408,Axle Rod,Brass,29.83,Meena,2023-06-04
P8522,Suspension Arm,Steel,18.99,Ravi,2023-06-20
P17679,Rocker Arm,Titanium,41.04,Amit,2023-06-12
P14771,Bearing Housing,Iron,27.26,Ravi,2023-06-23
P8386,Brake Disc,Aluminum,9.11,Suresh,2023-06-04
P19228,Piston Ring,Steel,39.84,Rahul,2023-06-27
P11673,Camshaft,Copper Alloy,36.02,Suresh,2023-06-16
P12285,Camshaft,Aluminum,0.39,Ravi,2023-06-19
P14916,Rocker Arm,Copper Alloy,25.17,Ravi,2023-06-11
P10256,Flywheel,Titanium,15.53,Deepak,2023-06-30
P16587,Flywheel,Stainless Steel,43.09,Ravi,2023-06-22
P17685,Brake Disc,Magnesium,48.3,Suresh,2023-06-12
P10548,Crankshaft,Titanium,45.72,Ravi,2023-06-02
P3942,Piston Ring,Brass,25.1,Priya,2023-06-12
P7120,Bearing Housing,Aluminum,40.25,Meena,2023-06-28
P20080,Clutch Plate,Steel,21.47,Neha,2023-06-27
P8023,Tie Rod End,Titanium,2.53,Priya,2023-06-09
P4158,Steering Rack,Cast Iron,35.57,Amit,2023-06-27
P10413,Ball Joint,Stainless Steel,48.59,Neha,2023-06-12
P18425,Steering Rack,Copper Alloy,25.49,Lakshmi,2023-06-29
P6143,Crankshaft,Aluminum,0.25,Suresh,2023-06-11
P12836,Bearing Housing,Iron,47.5,Ankit,2023-06-10
P5726,Steering Rack,Aluminum,9.77,Neha,2023-06-17
P4309,Clutch Plate,Magnesium,18.26,Rahul,2023-06-12
P8728,Drive Shaft,Cast Iron,30.12,Lakshmi,2023-06-29
P4721,Bearing Housing,Aluminum,40.07,Arun,2023-06-01
P9419,Bearing Housing,Titanium,13.68,Meena,2023-06-20
P18317,Drive Shaft,Brass,24.18,Ravi,2023-06-20
P17403,Tie Rod End,Stainless Steel,13.72,Arun,2023-06-23
P1257,Gear Shaft,Carbon Steel,46.46,Arun,2023-06-18
P9928,Brake Disc,Magnesium,23.11,Kavitha,2023-06-11
P17359,Bearing Housing,Iron,13.28,Suresh,2023-06-25
P9663,Flywheel,Brass,24.76,Meena,2023-06-29
P5321,Tie Rod End,Brass,27.69,Amit,2023-06-30
P7055,Torque Rod,Copper Alloy,4.94,Lakshmi,2023-06-22
P7545,Flywheel,Steel,12.43,Kavitha,2023-06-04
P2663,Ball Joint,Carbon Steel,15.95,Priya,2023-06-14
P8645,Valve Spring,Titanium,9.25,Rahul,2023-06-08
P10030,Gear Shaft,Cast Iron,28.17,Neha,2023-06-14
P19689,Differential Gear,Aluminum,25.96,Priya,2023-06-23
P10962,Camshaft,Titanium,10.87,Meena,2023-06-12
P6913,Tie Rod End,Iron,29.94,Neha,2023-06-04
P5268,Knuckle,Copper Alloy,19.52,Amit,2023-06-07
