part_id,part_name,material,weight_kg,designer,created_date
P6871,Suspension Arm,Brass,34.73,Meena,2023-03-10
P7915,Drive Shaft,Stainless Steel,3.42,Amit,2023-03-21
P2581,Clutch Plate,Carbon Steel,7.68,Neha,2023-03-06
P12513,Suspension Arm,Copper Alloy,18.82,Kavitha,2023-03-25
P18384,Axle Rod,Iron,8.32,Meena,2023-03-21
P4483,Knuckle,Aluminum,13.62,Rahul,2023-03-10
P4022,Ball Joint,Magnesium,43.39,Priya,2023-03-09
P4940,Ball Joint,Brass,8.04,Priya,2023-03-02
P6940,Suspension Arm,Magnesium,12.74,Lakshmi,2023-03-31
P16799,Differential Gear,Steel,22.11,Ravi,2023-03-24
P4115,Steering Rack,Iron,33.53,Ankit,2023-03-18
P17371,Steering Rack,Stainless Steel,41.02,Rahul,2023-03-02
P6883,Piston Ring,Carbon Steel,13.54,Priya,2023-03-21
P11301,Axle Rod,Iron,3.95,Meena,2023-03-25
P15718,Piston Ring,Iron,45.27,Rahul,2023-03-14
P1742,Brake Disc,Iron,36.51,Rahul,2023-03-14
P16819,Gear Shaft,Steel,17.4,Ankit,2023-03-12
P3247,Crankshaft,Magnesium,18.28,Arun,2023-03-05
P19080,Crankshaft,Copper Alloy,10.25,Meena,2023-03-08
P16754,Clutch Plate,Copper Alloy,39.26,Suresh,2023-03-05
P12920,Knuckle,Iron,24.82,Meena,2023-03-28
P7860,Suspension Arm,Stainless Steel,6.24,Amit,2023-03-15
P18913,Clutch Plate,Iron,39.21,Amit,2023-03-16
P12332,Axle Rod,Aluminum,9.03,Neha,2023-03-12
P15919,Valve Spring,Aluminum,46.8,Kavitha,2023-03-17
P5093,Camshaft,Aluminum,41.82,Neha,2023-03-08
P7716,Axle Rod,Iron,23.74,Arun,2023-03-05
P9343,Steering Rack,Cast Iron,47.25,Ankit,2023-03-20
P15765,Differential Gear,Aluminum,11.0,Lakshmi,2023-03-04
P12397,Bearing Housing,Stainless Steel,1.21,Amit,2023-03-30
P12937,Flywheel,Magnesium,12.53,Priya,2023-03-13
P4069,Torque Rod,Iron,33.43,Neha,2023-03-22
P13947,Crankshaft,Iron,19.22,Ankit,2023-03-06
P19218,Axle Rod,Brass,3.05,Ravi,2023-03-15
P20516,Axle Rod,Brass,39.16,Kavitha,2023-03-24
P13549,Flywheel,Aluminum,32.43,Priya,2023-03-29
P18773,Rocker Arm,Iron,26.19,Ankit,2023-03-26
P6889,Crankshaft,Stainless Steel,39.0,Deepak,2023-03-21
P2609,Differential Gear,Brass,13.47,Ravi,2023-03-20
P15574,Axle Rod,Iron,12.25,Priya,2023-03-21
P14615,Tie Rod End,Aluminum,15.01,Ankit,2023-03-16
P6711,Torque Rod,Brass,10.64,Meena,2023-03-03
P19987,Flywheel,Aluminum,3.17,Ravi,2023-03-23
P6951,Torque Rod,Aluminum,43.82,Priya,2023-03-10
P5193,Piston Ring,Copper Alloy,34.57,Ankit,2023-03-31
P14899,Ball Joint,Cast Iron,18.21,Amit,2023-03-04
P15934,Bearing Housing,Cast Iron,3.54,Kavitha,2023-03-01
P3229,Gear Shaft,Carbon Steel,49.71,Ankit,2023-03-29
P10933,Knuckle,Stainless Steel,27.94,Amit,2023-03-15
P17662,Piston Ring,Cast Iron,21.1,Neha,2023-03-20
P15771,Axle Rod,Titanium,44.89,Deepak,2023-03-13
P11618,Steering Rack,Steel,22.38,Neha,2023-03-23
P16161,Piston Ring,Copper Alloy,32.73,Lakshmi,2023-03-21
P5964,Torque Rod,Iron,29.37,Suresh,2023-03-24
P17789,Ball Joint,Iron,25.75,Amit,2023-03-20
P8801,Ball Joint,Copper Alloy,36.45,Deepak,2023-03-09
P10543,Brake Disc,Stainless Steel,4.13,Arun,2023-03-12
P18630,Torque Rod,Steel,24.67,Lakshmi,2023-03-05
P3289,Piston Ring,Magnesium,12.83,Arun,2023-03-05
P4474,Brake Disc,Titanium,20.96,Suresh,2023-03-03
P12624,Differential Gear,Carbon Steel,41.41,Meena,2023-03-14
P17394,Differential Gear,Copper Alloy,32.55,Priya,2023-03-28
P8209,Bearing Housing,Copper Alloy,9.3,Kavitha,2023-03-15
P16597,Rocker Arm,Magnesium,19.12,Priya,2023-03-23
P4084,Valve Spring,Titanium,26.72,Neha,2023-03-06
P13632,Timing Belt,Brass,18.5,Kavitha,2023-03-01
P18250,Brake Disc,Brass,10.84,Rahul,2023-03-12
P18433,Timing Belt,Steel,23.38,Suresh,2023-03-23
P17566,Timing Belt,Carbon Steel,44.95,Priya,2023-03-26
P19597,Drive Shaft,Magnesium,32.44,Lakshmi,2023-03-27
P18381,Knuckle,Copper Alloy,9.6,Ankit,2023-03-14
P8184,Drive Shaft,Cast Iron,3.73,Deepak,2023-03-31
P6031,Steering Rack,Aluminum,16.82,Suresh,2023-03-23
P20081,Knuckle,Carbon Steel,48.42,Priya,2023-03-28
P16404,Clutch Plate,Carbon Steel,29.31,Ankit,2023-03-19
P9512,Timing Belt,Cast Iron,44.1,Deepak,2023-03-27
P7226,Suspension Arm,Copper Alloy,46.26,Suresh,2023-03-11
P17531,Differential Gear,Aluminum,37.95,Priya,2023-03-17
P9181,Bearing Housing,Cast Iron,13.26,Kavitha,2023-03-28
P8022,Gear Shaft,Magnesium,17.85,Kavitha,2023-03-01
P17218,Bearing Housing,Iron,13.04,Priya,2023-03-20
P4101,Piston Ring,Brass,21.97,Suresh,2023-03-16
P16206,Gear Shaft,Magnesium,6.23,Ravi,2023-03-26
P15580,Camshaft,Magnesium,16.15,Lakshmi,2023-03-01
P11107,Torque Rod,Iron,43.54,Arun,2023-03-25
P3990,Knuckle,Titanium,46.51,Amit,2023-03-26
P2466,Torque Rod,Stainless Steel,24.73,Priya,2023-03-25
P16612,Bearing Housing,Titanium,38.05,Kavitha,2023-03-01
P8718,Valve Spring,Steel,5.06,Deepak,2023-03-22
P19987,Tie Rod End,Iron,25.43,Ravi,2023-03-08
P1783,Camshaft,Copper Alloy,38.46,Deepak,2023-03-29
P14191,Drive Shaft,Magnesium,6.48,Meena,2023-03-06
P4987,Brake Disc,Carbon Steel,9.85,Neha,2023-03-21
P2860,Tie Rod End,Stainless Steel,22.84,Meena,2023-03-29
P3684,Torque Rod,Steel,23.38,Suresh,2023-03-29
P4002,Drive Shaft,Cast Iron,14.66,Lakshmi,2023-03-20
P12702,Ball Joint,Iron,1.14,Lakshmi,2023-03-21
P11827,Gear Shaft,Stainless Steel,11.01,Ravi,2023-03-06
P3459,Drive Shaft,Steel,43.63,Kavitha,2023-03-05
P18516,Torque Rod,Brass,41.51,Kavitha,2023-03-23
P13921,Axle Rod,Cast Iron,39.69,Ravi,2023-03-21
