part_id,part_name,material,weight_kg,designer,created_date
P3756,Flywheel,Cast Iron,46.24,Neha,2023-07-16
P15636,Knuckle,Stainless Steel,19.87,Suresh,2023-07-21
P19594,Torque Rod,Carbon Steel,48.77,Amit,2023-07-24
P13842,Drive Shaft,Steel,44.36,Arun,2023-07-29
P7867,Torque Rod,Magnesium,24.82,Meena,2023-07-16
P19027,Suspension Arm,Titanium,14.55,Lakshmi,2023-07-15
P12391,Knuckle,Steel,46.4,Arun,2023-07-20
P16376,Ball Joint,Copper Alloy,29.32,Lakshmi,2023-07-03
P14003,Steering Rack,Cast Iron,21.23,Ankit,2023-07-23
P19314,Tie Rod End,Steel,46.8,Arun,2023-07-29
P9894,Drive Shaft,Cast Iron,34.74,Priya,2023-07-22
P11498,Rocker Arm,Stainless Steel,22.91,Kavitha,2023-07-21
P8725,Flywheel,Titanium,42.0,Rahul,2023-07-23
P6019,Torque Rod,Copper Alloy,24.33,Amit,2023-07-26
P17831,Piston Ring,Iron,22.45,Meena,2023-07-13
P7956,Steering Rack,Titanium,13.46,Deepak,2023-07-19
P16648,Timing Belt,Copper Alloy,46.1,Meena,2023-07-08
P7580,Knuckle,Brass,26.27,Suresh,2023-07-14
P18881,Clutch Plate,Iron,7.55,Lakshmi,2023-07-30
P2704,Brake Disc,Stainless Steel,29.2,Amit,2023-07-29
P17938,Flywheel,Cast Iron,29.98,Neha,2023-07-07
P4059,Valve Spring,Copper Alloy,39.17,Ravi,2023-07-03
P5994,Brake Disc,Stainless Steel,32.52,Suresh,2023-07-26
P17325,Valve Spring,Carbon Steel,4.39,Suresh,2023-07-16
P12658,Valve Spring,Magnesium,46.18,Suresh,2023-07-16
P1480,Valve Spring,Magnesium,26.63,Ankit,2023-07-06
P14983,Rocker Arm,Cast Iron,12.51,Arun,2023-07-16
P19408,Rocker Arm,Brass,22.05,Deepak,2023-07-16
P14473,Bearing Housing,Copper Alloy,1.58,Suresh,2023-07-11
P15427,Bearing Housing,Stainless Steel,40.87,Ravi,2023-07-24
P8548,Axle Rod,Titanium,26.3,Priya,2023-07-11
P8464,Suspension Arm,Aluminum,41.89,Amit,2023-07-30
P7183,Drive Shaft,Magnesium,24.8,Amit,2023-07-16
P3023,Drive Shaft,Brass,19.2,Meena,2023-07-01
P12720,Ball Joint,Steel,26.71,Ankit,2023-07-21
P11506,Torque Rod,Steel,12.15,Lakshmi,2023-07-08
P7995,Steering Rack,Stainless Steel,33.3,Deepak,2023-07-26
P4276,Axle Rod,Titanium,7.99,Meena,2023-07-20
P20848,Flywheel,Stainless Steel,11.05,Deepak,2023-07-06
P1294,Ball Joint,Magnesium,8.19,Kavitha,2023-07-11
P4797,Valve Spring,Stainless Steel,18.96,Ravi,2023-07-25
P16121,Bearing Housing,Aluminum,38.18,Ankit,2023-07-17
P8096,Ball Joint,Titanium,5.49,Ravi,2023-07-11
P5017,Differential Gear,Carbon Steel,19.87,Deepak,2023-07-29
P3115,Flywheel,Magnesium,10.7,Suresh,2023-07-11
P7090,Axle Rod,Steel,10.78,Rahul,2023-07-23
P7069,Steering Rack,Iron,15.04,Ankit,2023-07-13
P7921,Camshaft,Cast Iron,32.82,Amit,2023-07-08
P13184,Ball Joint,Titanium,36.66,Lakshmi,2023-07-02
P6778,Torque Rod,Stainless Steel,6.87,Kavitha,2023-07-09
P15976,Knuckle,Titanium,10.06,Rahul,2023-07-27
P19530,Ball Joint,Iron,26.07,Deepak,2023-07-22
P10561,Brake Disc,Brass,22.95,Deepak,2023-07-08
P11197,Suspension Arm,Copper Alloy,31.6,Amit,2023-07-18
P5578,Drive Shaft,Aluminum,41.62,Rahul,2023-07-01
P5846,Camshaft,Cast Iron,29.85,Priya,2023-07-31
P1028,Brake Disc,Copper Alloy,32.29,Ravi,2023-07-17
P16624,Steering Rack,Carbon Steel,10.04,Amit,2023-07-06
P17886,Knuckle,Stainless Steel,22.7,Amit,2023-07-30
P19184,Camshaft,Stainless Steel,16.87,Kavitha,2023-07-03
P4634,Differential Gear,Iron,30.6,Suresh,2023-07-29
P5318,Brake Disc,Cast Iron,48.87,Deepak,2023-07-21
P6927,Brake Disc,Aluminum,36.16,Rahul,2023-07-27
P8541,Crankshaft,Brass,22.18,Kavitha,2023-07-31
P13388,Knuckle,Titanium,31.63,Meena,2023-07-10
P4282,Camshaft,Carbon Steel,21.95,Arun,2023-07-10
P5834,Bearing Housing,Stainless Steel,45.33,Arun,2023-07-04
P6914,Crankshaft,Titanium,30.58,Amit,2023-07-18
P9954,Clutch Plate,Steel,12.07,Lakshmi,2023-07-04
