part_id,part_name,material,weight_kg,designer,created_date
P20844,Timing Belt,Cast Iron,5.1,Meena,2024-05-12
P7761,Piston Ring,Stainless Steel,12.66,Meena,2024-05-17
P20932,Crankshaft,Magnesium,37.8,Kavitha,2024-05-08
P2062,Suspension Arm,Stainless Steel,25.33,Rahul,2024-05-03
P2870,Timing Belt,Cast Iron,28.17,Ravi,2024-05-24
P15442,Brake Disc,Iron,10.78,Amit,2024-05-05
P7565,Timing Belt,Aluminum,7.68,Meena,2024-05-20
P8336,Valve Spring,Cast Iron,5.03,Lakshmi,2024-05-02
P1616,Crankshaft,Brass,16.2,Lakshmi,2024-05-05
P14122,Camshaft,Cast Iron,19.55,Kavitha,2024-05-19
P4540,Piston Ring,Steel,12.09,Kavitha,2024-05-25
P7913,Ball Joint,Iron,25.42,Priya,2024-05-24
P15370,Knuckle,Cast Iron,24.05,Meena,2024-05-03
P3862,Ball Joint,Steel,34.72,Ravi,2024-05-12
P4828,Valve Spring,Cast Iron,8.82,Arun,2024-05-13
P6408,Tie Rod End,Carbon Steel,9.05,Arun,2024-05-08
P6860,Camshaft,Brass,19.52,Neha,2024-05-04
P10391,Axle Rod,Brass,4.19,Kavitha,2024-05-07
P8574,Crankshaft,Steel,23.97,Neha,2024-05-24
P15156,Steering Rack,Aluminum,40.02,Ankit,2024-05-26
P9596,Camshaft,Brass,10.65,Arun,2024-05-28
P12612,Clutch Plate,Aluminum,32.68,Ankit,2024-05-22
P11774,Gear Shaft,Aluminum,4.51,Deepak,2024-05-28
P18494,Bearing Housing,Brass,8.55,Amit,2024-05-23
P17752,Drive Shaft,Iron,32.39,Ankit,2024-05-20
P5852,Knuckle,Cast Iron,45.0,Meena,2024-05-04
P1602,Piston Ring,Magnesium,20.34,Deepak,2024-05-05
P9743,Rocker Arm,Cast Iron,40.94,Deepak,2024-05-30
P8420,Valve Spring,Cast Iron,42.23,Lakshmi,2024-05-16
P3030,Timing Belt,Cast Iron,24.9,Lakshmi,2024-05-28
P7201,Torque Rod,Copper Alloy,37.69,Arun,2024-05-11
P8973,Camshaft,Stainless Steel,42.81,Ravi,2024-05-17
P1664,Differential Gear,Brass,23.75,Amit,2024-05-10
P6081,Clutch Plate,Stainless Steel,6.22,Suresh,2024-05-25
P19262,Brake Disc,Steel,4.99,Neha,2024-05-21
P16395,Axle Rod,Cast Iron,4.79,Deepak,2024-05-25
P20269,Camshaft,Carbon Steel,15.54,Suresh,2024-05-26
P10413,Steering Rack,Brass,16.26,Ankit,2024-05-31
P10014,Steering Rack,Carbon Steel,10.19,Kavitha,2024-05-09
P18963,Flywheel,Aluminum,43.27,Suresh,2024-05-17
P4364,Suspension Arm,Aluminum,20.63,Deepak,2024-05-26
P16359,Crankshaft,Cast Iron,30.78,Meena,2024-05-05
P15619,Clutch Plate,Stainless Steel,28.13,Kavitha,2024-05-29
P11492,Ball Joint,Magnesium,24.76,Rahul,2024-05-27
P16364,Drive Shaft,Titanium,34.75,Rahul,2024-05-10
P13285,Axle Rod,Copper Alloy,15.37,Ravi,2024-05-30
P14006,Camshaft,Steel,47.24,Lakshmi,2024-05-14
P11312,Rocker Arm,Titanium,9.54,Kavitha,2024-05-03
P6395,Brake Disc,Aluminum,10.47,Ravi,2024-05-26
P11605,Bearing Housing,Cast Iron,6.35,Arun,2024-05-04
P5370,Torque Rod,Stainless Steel,31.58,Amit,2024-05-27
P19108,Ball Joint,Titanium,3.36,Neha,2024-05-12
P12176,Ball Joint,Titanium,27.98,Ravi,2024-05-15
P7600,Bearing Housing,Titanium,0.77,Deepak,2024-05-06
P2555,Crankshaft,Carbon Steel,4.61,Amit,2024-05-04
P16572,Timing Belt,Titanium,43.5,Suresh,2024-05-11
P17081,Gear Shaft,Steel,3.76,Priya,2024-05-26
P13115,Drive Shaft,Cast Iron,47.57,Lakshmi,2024-05-18
P5438,Clutch Plate,Steel,25.01,Deepak,2024-05-14
P19259,Torque Rod,Copper Alloy,8.27,Arun,2024-05-15
P13195,Brake Disc,Steel,26.55,Amit,2024-05-18
P4443,Gear Shaft,Iron,43.67,Meena,2024-05-22
P13201,Piston Ring,Stainless Steel,22.37,Amit,2024-05-17
P4783,Drive Shaft,Copper Alloy,43.12,Amit,2024-05-09
P8520,Flywheel,Iron,21.0,Neha,2024-05-16
P16628,Ball Joint,Titanium,16.58,Ravi,2024-05-27
P5653,Tie Rod End,Steel,18.78,Deepak,2024-05-28
P9217,Drive Shaft,Carbon Steel,2.58,Meena,2024-05-17
P18287,Bearing Housing,Titanium,19.85,Lakshmi,2024-05-27
P6318,Knuckle,Carbon Steel,42.89,Deepak,2024-05-20
P7486,Ball Joint,Carbon Steel,28.62,Lakshmi,2024-05-05
P12703,Clutch Plate,Copper Alloy,22.63,Ankit,2024-05-01
P16940,Ball Joint,Magnesium,43.81,Arun,2024-05-24
