part_id,part_name,material,weight_kg,designer,created_date
P1623,Rocker Arm,Copper Alloy,18.97,Ankit,2023-12-31
P6778,Tie Rod End,Steel,33.05,Suresh,2023-12-20
P1674,Clutch Plate,Copper Alloy,2.24,Ankit,2023-12-06
P14276,Ball Joint,Aluminum,35.29,Meena,2023-12-30
P15391,Clutch Plate,Copper Alloy,43.17,Deepak,2023-12-28
P6691,Rocker Arm,Aluminum,5.38,Arun,2023-12-07
P15558,Ball Joint,Copper Alloy,30.84,Meena,2023-12-30
P4757,Flywheel,Copper Alloy,37.65,Meena,2023-12-02
P17673,Bearing Housing,Stainless Steel,13.91,Neha,2023-12-01
P17391,Torque Rod,Titanium,15.16,Amit,2023-12-26
P4607,Knuckle,Titanium,12.86,Meena,2023-12-16
P1476,Axle Rod,Carbon Steel,14.39,Arun,2023-12-21
P5747,Bearing Housing,Iron,25.36,Arun,2023-12-22
P10170,Gear Shaft,Aluminum,1.01,Suresh,2023-12-25
P19777,Steering Rack,Iron,17.81,Deepak,2023-12-28
P7526,Timing Belt,Magnesium,19.33,Arun,2023-12-29
P9374,Steering Rack,Iron,23.13,Meena,2023-12-04
P9535,Axle Rod,Stainless Steel,27.93,Ravi,2023-12-04
P19315,Clutch Plate,Copper Alloy,35.13,Ankit,2023-12-08
P20426,Ball Joint,Aluminum,2.11,Amit,2023-12-31
P12914,Camshaft,Brass,27.13,Arun,2023-12-06
P1538,Suspension Arm,Titanium,48.88,Ankit,2023-12-06
P14463,Drive Shaft,Titanium,43.54,Suresh,2023-12-31
P20645,Differential Gear,Magnesium,18.45,Rahul,2023-12-10
P4265,Rocker Arm,Titanium,9.2,Meena,2023-12-20
P17165,Camshaft,Aluminum,39.03,Lakshmi,2023-12-18
P14876,Gear Shaft,Titanium,14.05,Ankit,2023-12-02
P1682,Knuckle,Steel,41.45,Ankit,2023-12-26
P14834,Rocker Arm,Cast Iron,1.97,Deepak,2023-12-18
P6530,Steering Rack,Titanium,24.39,Deepak,2023-12-05
P3736,Knuckle,Cast Iron,13.88,Deepak,2023-12-09
P1283,Rocker Arm,Steel,27.16,Deepak,2023-12-23
P5938,Crankshaft,Titanium,23.13,Rahul,2023-12-26
P2128,Ball Joint,Iron,4.42,Lakshmi,2023-12-03
P16800,Bearing Housing,Carbon Steel,39.23,Ankit,2023-12-06
P11508,Crankshaft,Stainless Steel,40.37,Deepak,2023-12-30
P18550,Brake Disc,Titanium,49.95,Meena,2023-12-24
P8888,Steering Rack,Brass,41.6,Lakshmi,2023-12-19
P4186,Piston Ring,Titanium,39.44,Rahul,2023-12-01
P3678,Bearing Housing,Cast Iron,14.77,Rahul,2023-12-18
P10784,Knuckle,Stainless Steel,0.68,Amit,2023-12-31
P2756,Tie Rod End,Copper Alloy,23.89,Meena,2023-12-23
P20733,Brake Disc,Titanium,32.87,Ankit,2023-12-03
P7453,Crankshaft,Magnesium,21.23,Ankit,2023-12-24
P14338,Ball Joint,Cast Iron,29.64,Priya,2023-12-04
P7030,Axle Rod,Stainless Steel,37.48,Ankit,2023-12-22
P11187,Bearing Housing,Iron,21.29,Meena,2023-12-27
P9439,Torque Rod,Stainless Steel,46.58,Arun,2023-12-10
P4007,Piston Ring,Stainless Steel,32.0,Priya,2023-12-31
P3755,Flywheel,Iron,23.17,Rahul,2023-12-22
P13002,Torque Rod,Copper Alloy,41.5,Suresh,2023-12-08
P19638,Brake Disc,Brass,35.35,Ravi,2023-12-17
P11709,Axle Rod,Magnesium,5.17,Rahul,2023-12-08
