part_id,part_name,material,weight_kg,designer,created_date
P1914,Timing Belt,Aluminum,22.24,Meena,2024-12-28
P11920,Suspension Arm,Cast Iron,48.46,Kavitha,2024-12-15
P8455,Differential Gear,Cast Iron,20.2,Lakshmi,2024-12-30
P11933,Camshaft,Carbon Steel,41.23,Amit,2024-12-24
P11316,Tie Rod End,Cast Iron,20.88,Deepak,2024-12-30
P2097,Rocker Arm,Iron,12.3,Suresh,2024-12-14
P1490,Flywheel,Aluminum,8.26,Ankit,2024-12-30
P2467,Rocker Arm,Cast Iron,29.18,Priya,2024-12-30
P9188,Gear Shaft,Stainless Steel,49.19,Rahul,2024-12-14
P2292,Steering Rack,Magnesium,41.11,Arun,2024-12-01
P17715,Rocker Arm,Steel,43.78,Ravi,2024-12-23
P14240,Drive Shaft,Aluminum,49.5,Neha,2024-12-15
P6152,Ball Joint,Steel,14.52,Kavitha,2024-12-25
P13531,Valve Spring,Carbon Steel,47.33,Arun,2024-12-06
P4004,Piston Ring,Steel,9.08,Ravi,2024-12-29
P15830,Brake Disc,Iron,12.17,Rahul,2024-12-18
P4352,Bearing Housing,Steel,46.13,Rahul,2024-12-09
P4539,Knuckle,Magnesium,6.41,Ankit,2024-12-21
P9095,Brake Disc,Cast Iron,38.89,Lakshmi,2024-12-17
P17690,Rocker Arm,Carbon Steel,20.46,Meena,2024-12-15
P2433,Steering Rack,Steel,4.02,Kavitha,2024-12-28
P7849,Timing Belt,Magnesium,11.14,Deepak,2024-12-10
P13901,Bearing Housing,Cast Iron,8.24,Ravi,2024-12-10
P5466,Bearing Housing,Carbon Steel,20.84,Meena,2024-12-04
P19835,Clutch Plate,Carbon Steel,18.48,Ankit,2024-12-25
P6395,Drive Shaft,Magnesium,36.27,Ankit,2024-12-11
P13938,Suspension Arm,Carbon Steel,18.7,Suresh,2024-12-12
P20115,Rocker Arm,Magnesium,25.21,Ravi,2024-12-12
P13261,Rocker Arm,Stainless Steel,5.1,Suresh,2024-12-11
P12093,Suspension Arm,Iron,9.1,Lakshmi,2024-12-18
P18799,Axle Rod,Carbon Steel,8.23,Deepak,2024-12-10
P7477,Clutch Plate,Titanium,8.21,Amit,2024-12-18
P16836,Piston Ring,Aluminum,17.46,Rahul,2024-12-26
P19469,Steering Rack,Iron,37.35,Ravi,2024-12-17
P5841,Knuckle,Copper Alloy,30.0,Ankit,2024-12-27
P13017,Suspension Arm,Magnesium,35.25,Priya,2024-12-05
P10719,Rocker Arm,Magnesium,48.95,Priya,2024-12-08
P8827,Rocker Arm,Copper Alloy,14.01,Ankit,2024-12-19
P11358,Knuckle,Cast Iron,18.7,Meena,2024-12-23
P9510,Camshaft,Cast Iron,8.66,Neha,2024-12-01
P15329,Differential Gear,Iron,19.66,Deepak,2024-12-14
P11764,Rocker Arm,Stainless Steel,33.09,Rahul,2024-12-06
P15536,Clutch Plate,Carbon Steel,6.99,Ravi,2024-12-22
P18661,Tie Rod End,Stainless Steel,14.14,Deepak,2024-12-13
P8890,Ball Joint,Magnesium,38.17,Priya,2024-12-20
P5537,Ball Joint,Carbon Steel,21.12,Suresh,2024-12-24
P9071,Axle Rod,Stainless Steel,7.53,Meena,2024-12-25
P8054,Flywheel,Aluminum,49.46,Meena,2024-12-01
P13522,Bearing Housing,Titanium,2.97,Ankit,2024-12-05
P15568,Clutch Plate,Copper Alloy,20.65,Arun,2024-12-30
P17218,Steering Rack,Stainless Steel,44.5,Arun,2024-12-26
P5351,Ball Joint,Titanium,2.9,Neha,2024-12-25
P8360,Flywheel,Titanium,20.52,Ankit,2024-12-17
P17570,Knuckle,Steel,13.24,Ravi,2024-12-20
P5857,Rocker Arm,Aluminum,5.21,Meena,2024-12-30
P17343,Ball Joint,Copper Alloy,9.2,Amit,2024-12-12
P13825,Rocker Arm,Carbon Steel,19.77,Arun,2024-12-15
P16132,Knuckle,Steel,30.26,Priya,2024-12-23
P13980,Rocker Arm,Brass,27.42,Priya,2024-12-05
P1756,Knuckle,Magnesium,8.1,Meena,2024-12-14
P11027,Suspension Arm,Iron,29.91,Arun,2024-12-30
P19876,Valve Spring,Carbon Steel,35.73,Priya,2024-12-01
P1788,Bearing Housing,Cast Iron,10.19,Ankit,2024-12-11
P1462,Rocker Arm,Titanium,34.64,Meena,2024-12-23
P17765,Suspension Arm,Cast Iron,18.93,Arun,2024-12-28
P9272,Gear Shaft,Magnesium,43.48,Kavitha,2024-12-02
P20178,Torque Rod,Stainless Steel,32.24,Lakshmi,2024-12-28
P19604,Torque Rod,Stainless Steel,10.71,Ravi,2024-12-16
P15651,Valve Spring,Stainless Steel,30.69,Ravi,2024-12-03
P16264,Bearing Housing,Aluminum,19.08,Arun,2024-12-02
P4006,Rocker Arm,Carbon Steel,26.38,Suresh,2024-12-13
P4826,Axle Rod,Titanium,11.07,Meena,2024-12-24
P9288,Crankshaft,Iron,33.88,Lakshmi,2024-12-12
P1253,Drive Shaft,Aluminum,3.51,Lakshmi,2024-12-03
P13216,Gear Shaft,Steel,40.51,Neha,2024-12-21
P9914,Steering Rack,Brass,13.94,Ankit,2024-12-11
P10359,Crankshaft,Aluminum,21.31,Amit,2024-12-08
P3260,Tie Rod End,Titanium,37.11,Rahul,2024-12-29
P12609,Steering Rack,Brass,35.6,Deepak,2024-12-26
P20315,Crankshaft,Titanium,35.81,Lakshmi,2024-12-23
P20312,Torque Rod,Aluminum,42.42,Deepak,2024-12-27
P1994,Ball Joint,Copper Alloy,13.32,Lakshmi,2024-12-29
P15002,Drive Shaft,Cast Iron,31.64,Arun,2024-12-16
P8609,Axle Rod,Carbon Steel,25.14,Suresh,2024-12-11
P7738,Brake Disc,Steel,46.28,Rahul,2024-12-30
P15282,Ball Joint,Cast Iron,8.98,Deepak,2024-12-26
P14601,Brake Disc,Carbon Steel,36.01,Ankit,2024-12-12
P3836,Knuckle,Titanium,30.11,Ankit,2024-12-18
P10294,Differential Gear,Aluminum,2.34,Ravi,2024-12-01
P12583,Valve Spring,Stainless Steel,33.6,Ankit,2024-12-26
P14929,Tie Rod End,Stainless Steel,33.71,Arun,2024-12-12
P1746,Rocker Arm,Aluminum,26.81,Rahul,2024-12-13
P6661,Drive Shaft,Aluminum,8.49,Arun,2024-12-30
P15629,Suspension Arm,Cast Iron,33.0,Kavitha,2024-12-29
P16587,Valve Spring,Copper Alloy,41.22,Ankit,2024-12-28
P1466,Piston Ring,Magnesium,33.28,Lakshmi,2024-12-11
P19521,Timing Belt,Iron,11.01,Kavitha,2024-12-27
P14568,Bearing Housing,Titanium,18.44,Ankit,2024-12-01
P2853,Bearing Housing,Aluminum,44.92,Rahul,2024-12-06
P12999,Clutch Plate,Carbon Steel,34.83,Deepak,2024-12-28
P18160,Differential Gear,Steel,31.4,Deepak,2024-12-15
P7285,Drive Shaft,Iron,11.02,Neha,2024-12-19
P4617,Axle Rod,Titanium,42.15,Ankit,2024-12-26
P11869,Torque Rod,Cast Iron,48.93,Meena,2024-12-04
P8308,Suspension Arm,Copper Alloy,38.41,Arun,2024-12-22
P1277,Tie Rod End,Aluminum,22.53,Meena,2024-12-11
P7477,Suspension Arm,Steel,19.5,Amit,2024-12-26
P12926,Piston Ring,Aluminum,22.1,Amit,2024-12-26
P1314,Flywheel,Magnesium,20.31,Neha,2024-12-28
P2328,Crankshaft,Carbon Steel,22.3,Meena,2024-12-09
P18004,Clutch Plate,Brass,34.32,Priya,2024-12-10
P4376,Clutch Plate,Aluminum,29.85,Deepak,2024-12-24
P10885,Camshaft,Carbon Steel,13.22,Arun,2024-12-20
P2767,Knuckle,Steel,3.39,Rahul,2024-12-15
P6140,Bearing Housing,Magnesium,26.93,Priya,2024-12-24
P5171,Axle Rod,Copper Alloy,42.98,Rahul,2024-12-02
P16505,Differential Gear,Brass,4.0,Priya,2024-12-01
P14755,Suspension Arm,Cast Iron,39.96,Meena,2024-12-29
P3686,Camshaft,Copper Alloy,42.91,Arun,2024-12-28
P7241,Flywheel,Brass,25.89,Neha,2024-12-17
P14311,Piston Ring,Magnesium,12.51,Arun,2024-12-01
P11963,Ball Joint,Magnesium,34.49,Kavitha,2024-12-04
P13076,Brake Disc,Brass,14.67,Priya,2024-12-05
P4055,Ball Joint,Iron,45.36,Meena,2024-12-09
P17048,Timing Belt,Titanium,29.17,Rahul,2024-12-12
P3916,Valve Spring,Cast Iron,25.29,Priya,2024-12-28
P3143,Valve Spring,Iron,2.24,Kavitha,2024-12-17
P7634,Axle Rod,Copper Alloy,27.48,Ravi,2024-12-17
P11508,Tie Rod End,Cast Iron,25.43,Lakshmi,2024-12-04
P12251,Valve Spring,Steel,26.15,Lakshmi,2024-12-16
P8521,Piston Ring,Iron,2.91,Meena,2024-12-01
P3374,Tie Rod End,Steel,1.35,Deepak,2024-12-16
P6361,Camshaft,Brass,0.21,Neha,2024-12-11
P12801,Piston Ring,Titanium,15.28,Neha,2024-12-02
P7233,Differential Gear,Brass,15.07,Amit,2024-12-04
P8153,Knuckle,Steel,32.01,Ravi,2024-12-04
P13033,Camshaft,Brass,3.59,Kavitha,2024-12-26
P14927,Knuckle,Copper Alloy,44.84,Kavitha,2024-12-20
P5361,Bearing Housing,Steel,26.37,Kavitha,2024-12-28
P1441,Axle Rod,Cast Iron,10.57,Deepak,2024-12-21
P14520,Differential Gear,Titanium,13.87,Ravi,2024-12-23
P19370,Flywheel,Brass,2.06,Priya,2024-12-22
P6782,Suspension Arm,Iron,32.17,Amit,2024-12-24
P4640,Bearing Housing,Copper Alloy,4.28,Rahul,2024-12-23
P4545,Bearing Housing,Iron,42.27,Arun,2024-12-19
P12148,Gear Shaft,Steel,34.07,Kavitha,2024-12-30
P7026,Brake Disc,Stainless Steel,12.63,Suresh,2024-12-21
P14530,Differential Gear,Titanium,16.0,Deepak,2024-12-06
P17682,Tie Rod End,Carbon Steel,9.94,Priya,2024-12-20
P10189,Rocker Arm,Carbon Steel,36.91,Kavitha,2024-12-13
P4905,Timing Belt,Titanium,2.28,Kavitha,2024-12-14
P2026,Brake Disc,Steel,22.42,Suresh,2024-12-20
P2213,Gear Shaft,Brass,31.9,Neha,2024-12-11
P3410,Tie Rod End,Carbon Steel,40.87,Meena,2024-12-30
P6538,Ball Joint,Carbon Steel,22.17,Ankit,2024-12-09
P3301,Piston Ring,Stainless Steel,17.4,Arun,2024-12-14
P7393,Rocker Arm,Copper Alloy,48.33,Ravi,2024-12-04
P5337,Steering Rack,Iron,40.77,Arun,2024-12-30
P9592,Rocker Arm,Titanium,18.62,Ankit,2024-12-27
P6950,Valve Spring,Aluminum,46.67,Suresh,2024-12-18
P19837,Bearing Housing,Titanium,33.33,Deepak,2024-12-11
P19638,Flywheel,Magnesium,18.04,Lakshmi,2024-12-18
P15732,Ball Joint,Magnesium,1.94,Deepak,2024-12-15
