part_id,part_name,material,weight_kg,designer,created_date
P5525,Ball Joint,Magnesium,29.87,Deepak,2023-02-15
P5925,Rocker Arm,Copper Alloy,8.62,Meena,2023-02-12
P9165,Knuckle,Steel,25.22,Ravi,2023-02-20
P17685,Crankshaft,Magnesium,15.82,Ravi,2023-02-02
P12765,Tie Rod End,Copper Alloy,37.85,Lakshmi,2023-02-26
P11471,Knuckle,Cast Iron,36.88,Lakshmi,2023-02-08
P20250,Differential Gear,Cast Iron,9.46,Rahul,2023-02-11
P12232,Valve Spring,Cast Iron,28.32,Meena,2023-02-15
P19201,Timing Belt,Carbon Steel,3.57,Rahul,2023-02-16
P6738,Differential Gear,Iron,25.66,Deepak,2023-02-06
P19081,Timing Belt,Aluminum,4.96,Lakshmi,2023-02-24
P14244,Gear Shaft,Aluminum,20.11,Arun,2023-02-05
P16728,Brake Disc,Titanium,7.53,Suresh,2023-02-09
P20289,Steering Rack,Titanium,34.61,Priya,2023-02-11
P11403,Crankshaft,Titanium,37.78,Priya,2023-02-15
P10845,Gear Shaft,Steel,3.17,Deepak,2023-02-03
P4354,Differential Gear,Steel,38.89,Neha,2023-02-15
P20324,Knuckle,Steel,37.06,Kavitha,2023-02-14
P19606,Brake Disc,Aluminum,3.38,Arun,2023-02-02
P20417,Piston Ring,Titanium,32.46,Priya,2023-02-17
P18081,Crankshaft,Magnesium,17.15,Meena,2023-02-15
P13148,Suspension Arm,Cast Iron,34.92,Kavitha,2023-02-26
P17379,Torque Rod,Brass,38.25,Neha,2023-02-12
P15644,Differential Gear,Carbon Steel,22.59,Suresh,2023-02-07
P20732,Gear Shaft,Carbon Steel,13.37,Meena,2023-02-02
P9622,Knuckle,Steel,35.55,Arun,2023-02-10
P10339,Piston Ring,Brass,46.95,Meena,2023-02-13
P16475,Flywheel,Brass,17.43,Meena,2023-02-26
P9691,Gear Shaft,Stainless Steel,23.73,Deepak,2023-02-24
P9100,Flywheel,Brass,14.13,Priya,2023-02-16
P5905,Knuckle,Titanium,38.34,Arun,2023-02-08
P7375,Valve Spring,Copper Alloy,4.26,Meena,2023-02-15
P4255,Timing Belt,Titanium,36.02,Amit,2023-02-18
P2556,Brake Disc,Aluminum,16.9,Deepak,2023-02-13
P12511,Flywheel,Stainless Steel,40.68,Suresh,2023-02-03
P18088,Brake Disc,Titanium,40.13,Neha,2023-02-08
P8942,Clutch Plate,Iron,17.22,Amit,2023-02-13
P15493,Brake Disc,Copper Alloy,31.76,Kavitha,2023-02-14
P11289,Torque Rod,Titanium,12.56,Lakshmi,2023-02-01
P9038,Tie Rod End,Iron,22.67,Lakshmi,2023-02-10
P10578,Gear Shaft,Copper Alloy,25.92,Arun,2023-02-28
P20346,Steering Rack,Magnesium,48.33,Lakshmi,2023-02-23
P16949,Knuckle,Cast Iron,35.74,Kavitha,2023-02-11
P1472,Drive Shaft,Stainless Steel,49.94,Arun,2023-02-28
P7225,Steering Rack,Steel,4.95,Priya,2023-02-27
P2618,Steering Rack,Carbon Steel,29.9,Suresh,2023-02-09
P9312,Timing Belt,Stainless Steel,26.28,Deepak,2023-02-03
P6527,Axle Rod,Titanium,39.21,Lakshmi,2023-02-25
P14630,Ball Joint,Steel,12.72,Deepak,2023-02-04
P6101,Piston Ring,Stainless Steel,6.31,Rahul,2023-02-12
