part_id,part_name,material,weight_kg,designer,created_date
P10104,Bearing Housing,Stainless Steel,45.68,Priya,2023-01-26
P12392,Brake Disc,Copper Alloy,30.13,Rahul,2023-01-04
P19819,Ball Joint,Aluminum,7.59,Amit,2023-01-28
P19793,Crankshaft,Magnesium,48.03,Deepak,2023-01-11
P15494,Valve Spring,Aluminum,49.63,Meena,2023-01-27
P2760,Steering Rack,Magnesium,26.99,Amit,2023-01-23
P1813,Drive Shaft,Steel,6.59,Suresh,2023-01-13
P19230,Rocker Arm,Magnesium,11.95,Ravi,2023-01-09
P16176,Steering Rack,Carbon Steel,35.54,Arun,2023-01-16
P11879,Ball Joint,Titanium,26.05,Neha,2023-01-09
P11523,Brake Disc,Brass,7.37,Neha,2023-01-06
P17298,Axle Rod,Cast Iron,12.04,Rahul,2023-01-31
P5519,Timing Belt,Carbon Steel,5.59,Rahul,2023-01-06
P16929,Rocker Arm,Titanium,13.83,Ankit,2023-01-15
P12429,Brake Disc,Steel,44.23,Meena,2023-01-30
P20662,Torque Rod,Carbon Steel,23.85,Kavitha,2023-01-31
P9851,Flywheel,Cast Iron,40.15,Ravi,2023-01-25
P14375,Bearing Housing,Iron,41.97,Deepak,2023-01-17
P10597,Bearing Housing,Steel,17.94,Lakshmi,2023-01-15
P1802,Valve Spring,Aluminum,25.59,Ankit,2023-01-12
P15588,Axle Rod,Stainless Steel,32.18,Amit,2023-01-22
P18399,Steering Rack,Stainless Steel,28.28,Priya,2023-01-11
P2117,Rocker Arm,Titanium,6.64,Kavitha,2023-01-20
P19659,Knuckle,Iron,40.55,Meena,2023-01-15
P15635,Tie Rod End,Aluminum,37.1,Priya,2023-01-02
P9678,Valve Spring,Aluminum,0.37,Arun,2023-01-25
P5426,Clutch Plate,Stainless Steel,48.96,Lakshmi,2023-01-04
P4099,Piston Ring,Carbon Steel,22.39,Meena,2023-01-24
P14049,Axle Rod,Magnesium,34.31,Kavitha,2023-01-15
P18309,Drive Shaft,Iron,28.87,Arun,2023-01-07
P19136,Flywheel,Stainless Steel,30.02,Deepak,2023-01-22
P9218,Valve Spring,Titanium,3.56,Neha,2023-01-02
P3457,Differential Gear,Aluminum,4.46,Kavitha,2023-01-21
P3384,Rocker Arm,Aluminum,42.54,Ravi,2023-01-06
P3110,Ball Joint,Carbon Steel,20.75,Lakshmi,2023-01-25
P19245,Knuckle,Cast Iron,28.47,Suresh,2023-01-17
P8437,Tie Rod End,Brass,3.14,Kavitha,2023-01-02
P19669,Camshaft,Titanium,41.78,Suresh,2023-01-04
P6788,Axle Rod,Carbon Steel,8.63,Ravi,2023-01-05
P9334,Steering Rack,Iron,6.99,Ravi,2023-01-11
P6978,Torque Rod,Iron,20.4,Lakshmi,2023-01-02
P9486,Rocker Arm,Iron,12.9,Rahul,2023-01-22
P7893,Crankshaft,Titanium,34.32,Neha,2023-01-29
P9378,Clutch Plate,Stainless Steel,23.29,Meena,2023-01-01
P1658,Brake Disc,Brass,46.72,Rahul,2023-01-15
P10746,Axle Rod,Magnesium,11.54,Lakshmi,2023-01-07
P9138,Piston Ring,Carbon Steel,37.44,Lakshmi,2023-01-25
P3002,Crankshaft,Cast Iron,43.72,Suresh,2023-01-16
P9402,Suspension Arm,Brass,33.9,Ravi,2023-01-18
P20810,Drive Shaft,Copper Alloy,48.28,Meena,2023-01-23
P1569,Crankshaft,Carbon Steel,35.65,Priya,2023-01-31
P16514,Rocker Arm,Magnesium,43.14,Meena,2023-01-04
P3084,Crankshaft,Aluminum,3.7,Suresh,2023-01-08
P15296,Suspension Arm,Copper Alloy,49.24,Kavitha,2023-01-30
P9497,Piston Ring,Carbon Steel,19.19,Amit,2023-01-19
P12780,Gear Shaft,Steel,31.98,Arun,2023-01-22
P10914,Axle Rod,Carbon Steel,43.59,Ankit,2023-01-30
P20221,Axle Rod,Carbon Steel,9.18,Priya,2023-01-03
P10776,Differential Gear,Aluminum,1.91,Priya,2023-01-23
P2059,Crankshaft,Stainless Steel,32.23,Amit,2023-01-29
P1700,Crankshaft,Stainless Steel,17.78,Deepak,2023-01-05
P18463,Flywheel,Steel,40.64,Ravi,2023-01-20
P7753,Flywheel,Steel,8.26,Rahul,2023-01-07
P10242,Crankshaft,Carbon Steel,17.06,Priya,2023-01-20
P14492,Drive Shaft,Brass,3.72,Rahul,2023-01-12
P2673,Clutch Plate,Brass,38.36,Deepak,2023-01-04
P16814,Ball Joint,Carbon Steel,19.6,Lakshmi,2023-01-10
P9977,Drive Shaft,Steel,20.28,Kavitha,2023-01-14
P8936,Brake Disc,Iron,22.66,Rahul,2023-01-04
P16260,Bearing Housing,Carbon Steel,46.02,Suresh,2023-01-19
P19684,Axle Rod,Aluminum,15.76,Meena,2023-01-05
P17096,Piston Ring,Steel,46.53,Arun,2023-01-09
P13812,Timing Belt,Stainless Steel,47.14,Priya,2023-01-17
P19232,Steering Rack,Brass,37.57,Ravi,2023-01-10
P9517,Knuckle,Iron,47.04,Ravi,2023-01-15
P7880,Piston Ring,Magnesium,31.94,Neha,2023-01-01
P10253,Crankshaft,Steel,7.45,Amit,2023-01-06
P12303,Clutch Plate,Magnesium,46.51,Kavitha,2023-01-14
P19052,Valve Spring,Stainless Steel,47.83,Neha,2023-01-11
P10393,Flywheel,Steel,14.63,Meena,2023-01-21
P11762,Crankshaft,Steel,15.45,Priya,2023-01-29
P10163,Camshaft,Magnesium,27.05,Ravi,2023-01-20
P13032,Brake Disc,Carbon Steel,1.82,Kavitha,2023-01-30
P3064,Timing Belt,Stainless Steel,6.51,Arun,2023-01-04
P7102,Suspension Arm,Aluminum,14.75,Amit,2023-01-14
P14618,Camshaft,Carbon Steel,2.51,Priya,2023-01-22
P11281,Piston Ring,Titanium,5.1,Arun,2023-01-07
P13750,Flywheel,Aluminum,26.02,Rahul,2023-01-13
P16551,Timing Belt,Cast Iron,25.58,Kavitha,2023-01-12
P3343,Gear Shaft,Carbon Steel,48.92,Ankit,2023-01-01
