part_id,part_name,material,weight_kg,designer,created_date
P16287,Piston Ring,Stainless Steel,40.58,Ankit,2024-11-04
P3626,Timing Belt,Iron,16.41,Ravi,2024-11-03
P13012,Rocker Arm,Aluminum,8.29,Ravi,2024-11-21
P12477,Rocker Arm,Iron,31.13,Ravi,2024-11-19
P12703,Torque Rod,Titanium,42.92,Neha,2024-11-26
P18256,Crankshaft,Brass,1.85,Suresh,2024-11-20
P10703,Timing Belt,Titanium,11.09,Ravi,2024-11-01
P5793,Valve Spring,Stainless Steel,37.27,Ankit,2024-11-08
P2826,Piston Ring,Titanium,45.92,Meena,2024-11-19
P14826,Differential Gear,Carbon Steel,35.55,Kavitha,2024-11-14
P11482,Camshaft,Brass,25.59,Ankit,2024-11-27
P9157,Brake Disc,Iron,1.87,Ankit,2024-11-29
P7992,Differential Gear,Copper Alloy,49.76,Neha,2024-11-26
P18520,Torque Rod,Brass,8.84,Priya,2024-11-21
P19515,Steering Rack,Stainless Steel,48.99,Lakshmi,2024-11-04
P19413,Gear Shaft,Titanium,24.17,Lakshmi,2024-11-17
P20074,Knuckle,Iron,39.58,Lakshmi,2024-11-06
P15994,Clutch Plate,Carbon Steel,46.78,Kavitha,2024-11-05
P17664,Differential Gear,Magnesium,40.44,Ravi,2024-11-04
P1700,Timing Belt,Brass,18.96,Ravi,2024-11-04
P18608,Bearing Housing,Iron,20.71,Suresh,2024-11-28
P7272,Steering Rack,Carbon Steel,19.97,Lakshmi,2024-11-10
P3109,Bearing Housing,Magnesium,21.33,Amit,2024-11-21
P8326,Valve Spring,Carbon Steel,10.6,Priya,2024-11-08
P12764,Gear Shaft,Copper Alloy,46.76,Meena,2024-11-20
P20027,Suspension Arm,Stainless Steel,16.36,Kavitha,2024-11-06
P10999,Crankshaft,Carbon Steel,43.13,Lakshmi,2024-11-14
P16438,Knuckle,Carbon Steel,12.75,Amit,2024-11-07
P9356,Torque Rod,Magnesium,45.22,Amit,2024-11-08
P2430,Ball Joint,Magnesium,3.91,Lakshmi,2024-11-15
P4524,Gear Shaft,Brass,41.45,Deepak,2024-11-02
P19887,Gear Shaft,Cast Iron,9.18,Ravi,2024-11-22
P9337,Suspension Arm,Copper Alloy,27.85,Suresh,2024-11-17
P11500,Ball Joint,Carbon Steel,38.25,Ravi,2024-11-29
P19067,Camshaft,Brass,18.89,Deepak,2024-11-14
P5759,Differential Gear,Cast Iron,37.77,Ravi,2024-11-25
P5048,Suspension Arm,Cast Iron,25.95,Ankit,2024-11-07
P8975,Drive Shaft,Iron,24.15,Arun,2024-11-06
P11779,Crankshaft,Cast Iron,8.26,Suresh,2024-11-13
P7355,Bearing Housing,Stainless Steel,23.25,Meena,2024-11-03
P15696,Timing Belt,Carbon Steel,44.77,Meena,2024-11-23
P2434,Timing Belt,Copper Alloy,28.59,Ankit,2024-11-08
P12449,Steering Rack,Iron,39.92,Arun,2024-11-12
P1899,Crankshaft,Steel,32.25,Priya,2024-11-14
P3832,Gear Shaft,Steel,29.3,Meena,2024-11-16
P1655,Gear Shaft,Brass,5.78,Ankit,2024-11-07
P20448,Suspension Arm,Titanium,46.43,Ankit,2024-11-11
P16001,Timing Belt,Cast Iron,25.01,Ankit,2024-11-19
P12613,Ball Joint,Titanium,5.59,Kavitha,2024-11-03
P6529,Piston Ring,Magnesium,16.09,Rahul,2024-11-18
P5099,Gear Shaft,Carbon Steel,47.91,Neha,2024-11-08
P9834,Gear Shaft,Copper Alloy,16.6,Deepak,2024-11-27
P16277,Timing Belt,Brass,41.54,Neha,2024-11-26
P3782,Camshaft,Titanium,4.3,Deepak,2024-11-23
P1434,Differential Gear,Brass,28.43,Amit,2024-11-09
P11726,Camshaft,Aluminum,6.94,Suresh,2024-11-06
P19669,Crankshaft,Titanium,14.11,Kavitha,2024-11-05
P16276,Axle Rod,Steel,34.31,Arun,2024-11-12
P20322,Knuckle,Aluminum,6.15,Rahul,2024-11-17
P7285,Steering Rack,Copper Alloy,10.91,Rahul,2024-11-29
P10141,Crankshaft,Magnesium,35.86,Arun,2024-11-15
P6789,Bearing Housing,Iron,1.97,Kavitha,2024-11-26
P6571,Differential Gear,Cast Iron,15.96,Priya,2024-11-30
P18962,Valve Spring,Iron,47.7,Amit,2024-11-30
P10384,Camshaft,Iron,19.26,Neha,2024-11-22
P17786,Timing Belt,Titanium,23.9,Rahul,2024-11-20
P1272,Camshaft,Carbon Steel,47.74,Neha,2024-11-30
P11369,Valve Spring,Stainless Steel,44.75,Kavitha,2024-11-30
P6689,Rocker Arm,Titanium,35.86,Arun,2024-11-01
P16795,Rocker Arm,Carbon Steel,8.83,Meena,2024-11-29
P3454,Drive Shaft,Titanium,35.58,Neha,2024-11-11
P20510,Camshaft,Steel,17.56,Rahul,2024-11-28
P4358,Suspension Arm,Cast Iron,29.32,Ankit,2024-11-18
P5166,Valve Spring,Iron,2.57,Amit,2024-11-22
P1124,Timing Belt,Titanium,39.25,Ravi,2024-11-16
P7449,Brake Disc,Carbon Steel,22.88,Suresh,2024-11-22
P14515,Tie Rod End,Stainless Steel,12.16,Neha,2024-11-22
P20569,Gear Shaft,Copper Alloy,42.16,Lakshmi,2024-11-09
P14170,Suspension Arm,Cast Iron,39.53,Ravi,2024-11-26
P19214,Axle Rod,Cast Iron,26.63,Ankit,2024-11-08
P3625,Crankshaft,Magnesium,32.01,Ravi,2024-11-27
P12212,Ball Joint,Carbon Steel,37.1,Kavitha,2024-11-30
P3091,Ball Joint,Iron,32.89,Ankit,2024-11-03
P20657,Gear Shaft,Brass,43.07,Meena,2024-11-16
P15961,Bearing Housing,Carbon Steel,38.14,Rahul,2024-11-29
P3636,Suspension Arm,Steel,31.95,Lakshmi,2024-11-15
P16191,Suspension Arm,Cast Iron,13.62,Meena,2024-11-13
P17773,Clutch Plate,Stainless Steel,31.47,Kavitha,2024-11-22
P9333,Brake Disc,Brass,19.96,Priya,2024-11-01
P5870,Camshaft,Cast Iron,41.77,Rahul,2024-11-03
P3223,Timing Belt,Aluminum,26.89,Deepak,2024-11-17
P17205,Axle Rod,Iron,48.53,Amit,2024-11-23
P18086,Camshaft,Magnesium,5.05,Lakshmi,2024-11-06
P14293,Drive Shaft,Cast Iron,1.72,Amit,2024-11-08
P18552,Brake Disc,Carbon Steel,22.63,Ankit,2024-11-06
P1188,Bearing Housing,Aluminum,30.53,Meena,2024-11-12
P7145,Steering Rack,Stainless Steel,30.98,Ankit,2024-11-09
P15219,Suspension Arm,Steel,39.22,Arun,2024-11-16
P15250,Steering Rack,Steel,3.72,Neha,2024-11-30
P12813,Crankshaft,Carbon Steel,38.4,Neha,2024-11-08
P6240,Brake Disc,Iron,16.02,Ankit,2024-11-01
P6991,Steering Rack,Iron,37.59,Ravi,2024-11-05
P17864,Drive Shaft,Cast Iron,46.49,Rahul,2024-11-08
P14144,Axle Rod,Iron,17.53,Ankit,2024-11-25
P3996,Gear Shaft,Cast Iron,2.81,Neha,2024-11-16
P4503,Valve Spring,Titanium,25.46,Kavitha,2024-11-24
