part_id,part_name,material,weight_kg,designer,created_date
P10138,Drive Shaft,Brass,22.93,Neha,2024-06-12
P19089,Drive Shaft,Stainless Steel,39.22,Arun,2024-06-21
P14836,Ball Joint,Carbon Steel,3.52,Amit,2024-06-13
P15136,Camshaft,Iron,18.7,Ravi,2024-06-04
P14611,Flywheel,Aluminum,15.07,Deepak,2024-06-22
P13919,Knuckle,Brass,36.32,Suresh,2024-06-10
P1911,Ball Joint,Aluminum,14.63,Deepak,2024-06-19
P3737,Gear Shaft,Brass,41.37,Amit,2024-06-13
P8671,Drive Shaft,Copper Alloy,44.69,Ankit,2024-06-20
P10516,Piston Ring,Titanium,12.38,Kavitha,2024-06-21
P5061,Timing Belt,Brass,42.88,Ankit,2024-06-05
P8986,Bearing Housing,Carbon Steel,40.13,Neha,2024-06-10
P19569,Differential Gear,Aluminum,3.99,Suresh,2024-06-23
P8146,Knuckle,Brass,31.0,Suresh,2024-06-22
P15106,Clutch Plate,Carbon Steel,49.24,Kavitha,2024-06-01
P1301,Timing Belt,Stainless Steel,16.11,Priya,2024-06-28
P11301,Axle Rod,Steel,25.76,Rahul,2024-06-29
P7003,Knuckle,Titanium,21.2,Neha,2024-06-12
P20893,Differential Gear,Copper Alloy,24.51,Priya,2024-06-07
P2591,Drive Shaft,Cast Iron,34.89,Arun,2024-06-29
P18017,Valve Spring,Titanium,49.16,Neha,2024-06-01
P12520,Tie Rod End,Titanium,27.41,Meena,2024-06-14
P5400,Bearing Housing,Carbon Steel,2.16,Ravi,2024-06-08
P11545,Knuckle,Stainless Steel,0.4,Rahul,2024-06-05
P13337,Torque Rod,Titanium,31.99,Rahul,2024-06-29
P13015,Drive Shaft,Titanium,3.31,Ankit,2024-06-13
P10748,Knuckle,Titanium,46.87,Arun,2024-06-04
P13081,Clutch Plate,Titanium,12.32,Meena,2024-06-15
P1323,Flywheel,Aluminum,36.26,Suresh,2024-06-04
P1776,Rocker Arm,Iron,29.19,Ankit,2024-06-08
P4697,Gear Shaft,Copper Alloy,31.0,Ankit,2024-06-07
P14336,Drive Shaft,Titanium,48.43,Priya,2024-06-15
P7821,Valve Spring,Magnesium,0.56,Lakshmi,2024-06-25
P6633,Bearing Housing,Steel,38.73,Neha,2024-06-10
P5874,Differential Gear,Carbon Steel,4.25,Neha,2024-06-12
P10255,Brake Disc,Titanium,37.82,Lakshmi,2024-06-19
P13090,Drive Shaft,Brass,19.37,Rahul,2024-06-21
P20944,Suspension Arm,Brass,49.88,Ravi,2024-06-16
P12201,Bearing Housing,Aluminum,32.24,Meena,2024-06-07
P17081,Rocker Arm,Cast Iron,32.66,Amit,2024-06-15
P13094,Knuckle,Iron,31.41,Ankit,2024-06-23
P20379,Flywheel,Aluminum,44.17,Ravi,2024-06-16
P6839,Bearing Housing,Copper Alloy,0.84,Priya,2024-06-05
P1340,Camshaft,Brass,25.66,Suresh,2024-06-02
P1494,Suspension Arm,Brass,32.61,Neha,2024-06-20
P2752,Knuckle,Carbon Steel,9.05,Ankit,2024-06-18
P3757,Drive Shaft,Magnesium,27.33,Kavitha,2024-06-11
P1574,Gear Shaft,Steel,34.8,Ravi,2024-06-09
P6301,Camshaft,Titanium,9.79,Rahul,2024-06-08
P7526,Crankshaft,Carbon Steel,5.22,Amit,2024-06-14
P13583,Valve Spring,Iron,8.75,Neha,2024-06-04
P11422,Brake Disc,Magnesium,37.95,Rahul,2024-06-30
P8444,Knuckle,Aluminum,33.34,Arun,2024-06-18
P19684,Tie Rod End,Aluminum,37.78,Neha,2024-06-19
P19757,Piston Ring,Brass,36.18,Kavitha,2024-06-24
P2163,Axle Rod,Brass,45.34,Kavitha,2024-06-18
P8978,Valve Spring,Aluminum,25.81,Rahul,2024-06-16
P17099,Brake Disc,Cast Iron,38.51,Deepak,2024-06-16
P7584,Clutch Plate,Brass,15.25,Kavitha,2024-06-16
P12790,Clutch Plate,Carbon Steel,46.3,Ravi,2024-06-30
P3416,Gear Shaft,Aluminum,7.54,Meena,2024-06-29
P11081,Torque Rod,Iron,41.21,Ravi,2024-06-10
P17372,Crankshaft,Carbon Steel,5.56,Ankit,2024-06-28
P11589,Flywheel,Magnesium,22.23,Amit,2024-06-03
P18927,Valve Spring,Stainless Steel,5.38,Meena,2024-06-02
P14306,Steering Rack,Steel,42.87,Deepak,2024-06-26
P15534,Tie Rod End,Aluminum,28.85,Arun,2024-06-24
P13391,Crankshaft,Aluminum,38.61,Lakshmi,2024-06-20
P18237,Suspension Arm,Aluminum,1.98,Suresh,2024-06-25
P16159,Suspension Arm,Magnesium,5.28,Deepak,2024-06-25
P2675,Bearing Housing,Magnesium,35.94,Kavitha,2024-06-15
P11847,Suspension Arm,Cast Iron,35.79,Ankit,2024-06-13
P16731,Valve Spring,Magnesium,15.99,Meena,2024-06-24
P19256,Differential Gear,Cast Iron,26.63,Ankit,2024-06-20
P3394,Camshaft,Brass,34.62,Kavitha,2024-06-28
P15938,Gear Shaft,Iron,48.99,Suresh,2024-06-04
P13310,Knuckle,Carbon Steel,21.69,Rahul,2024-06-02
P2809,Camshaft,Magnesium,45.15,Neha,2024-06-06
P5137,Gear Shaft,Brass,2.31,Ravi,2024-06-19
P15589,Piston Ring,Titanium,27.05,Arun,2024-06-10
P10559,Piston Ring,Steel,33.07,Priya,2024-06-15
P2884,Ball Joint,Titanium,9.81,Ankit,2024-06-18
P3030,Ball Joint,Carbon Steel,38.44,Ravi,2024-06-26
P6112,Differential Gear,Stainless Steel,5.38,Lakshmi,2024-06-24
P5517,Crankshaft,Iron,25.8,Deepak,2024-06-26
P4110,Crankshaft,Steel,45.47,Deepak,2024-06-18
P1574,Steering Rack,Carbon Steel,13.46,Neha,2024-06-05
P7832,Rocker Arm,Titanium,36.08,Lakshmi,2024-06-16
P7872,Rocker Arm,Carbon Steel,25.45,Suresh,2024-06-19
P5265,Timing Belt,Carbon Steel,3.37,Lakshmi,2024-06-23
P2498,Torque Rod,Magnesium,15.24,Kavitha,2024-06-28
P17306,Ball Joint,Cast Iron,33.66,Suresh,2024-06-24
P6129,Brake Disc,Aluminum,42.62,Suresh,2024-06-15
P2439,Drive Shaft,Brass,40.78,Kavitha,2024-06-12
P12284,Suspension Arm,Titanium,35.19,Ankit,2024-06-18
P11665,Steering Rack,Iron,35.76,Deepak,2024-06-26
P13384,Timing Belt,Aluminum,1.86,Lakshmi,2024-06-28
P8343,Camshaft,Cast Iron,25.45,Arun,2024-06-02
P10845,Gear Shaft,Magnesium,25.48,Ravi,2024-06-21
P9209,Clutch Plate,Stainless Steel,48.08,Rahul,2024-06-24
P9181,Axle Rod,Brass,19.24,Meena,2024-06-15
P13595,Knuckle,Brass,45.92,Priya,2024-06-18
P9947,Brake Disc,Aluminum,37.7,Ankit,2024-06-29
P1430,Torque Rod,Carbon Steel,13.36,Priya,2024-06-15
P10334,Brake Disc,Magnesium,35.32,Ravi,2024-06-30
P8290,Ball Joint,Aluminum,5.35,Deepak,2024-06-03
P5213,Gear Shaft,Magnesium,25.35,Lakshmi,2024-06-09
