part_id,part_name,material,weight_kg,designer,created_date
P2826,Bearing Housing,Brass,15.33,Meena,2024-02-20
P1425,Steering Rack,Titanium,9.76,Amit,2024-02-12
P8516,Differential Gear,Magnesium,21.75,Ankit,2024-02-28
P20127,Bearing Housing,Iron,12.1,Lakshmi,2024-02-03
P7555,Timing Belt,Cast Iron,1.27,Meena,2024-02-05
P2415,Rocker Arm,Titanium,38.77,Deepak,2024-02-25
P7554,Rocker Arm,Steel,0.43,Meena,2024-02-12
P18765,Piston Ring,Stainless Steel,28.14,Neha,2024-02-18
P8806,Drive Shaft,Stainless Steel,48.3,Rahul,2024-02-20
P17809,Crankshaft,Titanium,24.17,Deepak,2024-02-01
P1365,Drive Shaft,Cast Iron,47.95,Kavitha,2024-02-12
P9990,Differential Gear,Magnesium,49.25,Amit,2024-02-07
P16261,Valve Spring,Brass,8.94,Rahul,2024-02-04
P6650,Torque Rod,Carbon Steel,40.22,Kavitha,2024-02-12
P11598,Rocker Arm,Carbon Steel,32.88,Lakshmi,2024-02-10
P10289,Gear Shaft,Brass,7.48,Ravi,2024-02-14
P4203,Timing Belt,Aluminum,8.6,Rahul,2024-02-26
P9771,Axle Rod,Aluminum,2.73,Kavitha,2024-02-08
P15627,Timing Belt,Cast Iron,22.49,Ravi,2024-02-04
P20757,Timing Belt,Carbon Steel,38.72,Rahul,2024-02-09
P20844,Knuckle,Steel,8.5,Rahul,2024-02-15
P18219,Flywheel,Iron,44.45,Ankit,2024-02-20
P17987,Torque Rod,Copper Alloy,24.31,Priya,2024-02-25
P20217,Differential Gear,Brass,7.96,Deepak,2024-02-19
P10169,Brake Disc,Carbon Steel,24.73,Ravi,2024-02-04
P2711,Tie Rod End,Magnesium,30.52,Arun,2024-02-02
P18522,Torque Rod,Carbon Steel,5.0,Lakshmi,2024-02-27
P19568,Gear Shaft,Stainless Steel,11.08,Rahul,2024-02-14
P9438,Suspension Arm,Stainless Steel,35.52,Lakshmi,2024-02-06
P11022,Camshaft,Iron,7.72,Ravi,2024-02-21
P8371,Tie Rod End,Copper Alloy,33.35,Arun,2024-02-01
P14449,Piston Ring,Stainless Steel,17.06,Meena,2024-02-06
P17353,Knuckle,Carbon Steel,43.73,Amit,2024-02-16
P18253,Differential Gear,Titanium,33.97,Arun,2024-02-10
P2848,Ball Joint,Carbon Steel,31.06,Arun,2024-02-20
P12740,Tie Rod End,Brass,15.13,Deepak,2024-02-07
P16949,Tie Rod End,Aluminum,2.41,Arun,2024-02-26
P1957,Axle Rod,Aluminum,15.17,Rahul,2024-02-17
P1683,Knuckle,Steel,17.17,Arun,2024-02-17
P6174,Brake Disc,Iron,30.93,Kavitha,2024-02-20
P20894,Brake Disc,Carbon Steel,31.21,Kavitha,2024-02-03
P16491,Gear Shaft,Copper Alloy,3.08,Amit,2024-02-11
P10667,Torque Rod,Magnesium,22.21,Deepak,2024-02-20
P3501,Tie Rod End,Carbon Steel,37.82,Rahul,2024-02-16
P7396,Differential Gear,Magnesium,1.28,Arun,2024-02-18
P8210,Valve Spring,Titanium,47.27,Rahul,2024-02-21
P20926,Rocker Arm,Stainless Steel,31.67,Ravi,2024-02-24
P6388,Bearing Housing,Stainless Steel,33.87,Kavitha,2024-02-06
P14976,Piston Ring,Carbon Steel,0.71,Priya,2024-02-06
P14948,Bearing Housing,Cast Iron,28.88,Neha,2024-02-17
P8154,Knuckle,Titanium,33.95,Ravi,2024-02-10
P9416,Rocker Arm,Stainless Steel,46.07,Suresh,2024-02-16
P8115,Differential Gear,Magnesium,3.52,Amit,2024-02-27
P6989,Tie Rod End,Titanium,37.78,Meena,2024-02-11
P1689,Piston Ring,Cast Iron,9.33,Arun,2024-02-27
P8316,Brake Disc,Magnesium,32.29,Arun,2024-02-05
P7692,Clutch Plate,Copper Alloy,44.8,Deepak,2024-02-20
P6506,Rocker Arm,Brass,16.25,Arun,2024-02-07
P20627,Torque Rod,Stainless Steel,13.71,Deepak,2024-02-27
P5964,Flywheel,Steel,42.84,Amit,2024-02-19
P18836,Suspension Arm,Iron,33.5,Kavitha,2024-02-02
P2726,Rocker Arm,Steel,25.48,Suresh,2024-02-08
P6439,Bearing Housing,Carbon Steel,24.06,Meena,2024-02-04
P6196,Knuckle,Stainless Steel,25.14,Priya,2024-02-13
P10378,Steering Rack,Aluminum,39.09,Ankit,2024-02-20
P1134,Gear Shaft,Stainless Steel,3.58,Amit,2024-02-03
P12063,Tie Rod End,Titanium,43.53,Neha,2024-02-07
P13378,Bearing Housing,Brass,40.07,Deepak,2024-02-28
P5877,Piston Ring,Cast Iron,3.95,Amit,2024-02-24
P17803,Brake Disc,Carbon Steel,23.63,Amit,2024-02-28
P2180,Tie Rod End,Steel,28.69,Priya,2024-02-05
P17638,Piston Ring,Carbon Steel,41.13,Kavitha,2024-02-07
P19240,Tie Rod End,Stainless Steel,17.21,Lakshmi,2024-02-22
P6222,Piston Ring,Iron,13.8,Ravi,2024-02-06
P7509,Suspension Arm,Aluminum,46.25,Deepak,2024-02-04
P17934,Crankshaft,Steel,29.33,Suresh,2024-02-11
