part_id,part_name,material,weight_kg,designer,created_date
P5749,Timing Belt,Carbon Steel,36.05,Arun,2023-11-21
P10243,Drive Shaft,Brass,7.81,Deepak,2023-11-09
P20146,Torque Rod,Aluminum,33.41,Neha,2023-11-30
P3204,Rocker Arm,Copper Alloy,10.1,Meena,2023-11-03
P10314,Gear Shaft,Carbon Steel,30.17,Rahul,2023-11-10
P3507,Ball Joint,Copper Alloy,24.53,Ankit,2023-11-20
P2916,Flywheel,Brass,24.18,Lakshmi,2023-11-20
P8078,Torque Rod,Magnesium,0.92,Ravi,2023-11-03
P5022,Knuckle,Iron,44.51,Priya,2023-11-07
P1305,Timing Belt,Magnesium,21.68,Arun,2023-11-24
P4187,Suspension Arm,Titanium,43.1,Arun,2023-11-05
P4526,Camshaft,Magnesium,44.25,Suresh,2023-11-19
P16426,Knuckle,Carbon Steel,28.72,Suresh,2023-11-01
P20331,Brake Disc,Stainless Steel,18.44,Lakshmi,2023-11-14
P7390,Suspension Arm,Titanium,47.71,Amit,2023-11-16
P8626,Ball Joint,Copper Alloy,11.96,Kavitha,2023-11-05
P17306,Brake Disc,Iron,20.09,Rahul,2023-11-06
P3293,Flywheel,Brass,1.54,Rahul,2023-11-07
P5584,Bearing Housing,Cast Iron,42.11,Kavitha,2023-11-30
P9873,Flywheel,Steel,6.3,Meena,2023-11-19
P8368,Bearing Housing,Cast Iron,30.5,Lakshmi,2023-11-06
P20901,Bearing Housing,Brass,28.39,Amit,2023-11-06
P15791,Valve Spring,Cast Iron,22.89,Ravi,2023-11-30
P6064,Tie Rod End,Stainless Steel,28.14,Lakshmi,2023-11-05
P2857,Camshaft,Aluminum,31.68,Neha,2023-11-01
P17154,Drive Shaft,Aluminum,48.4,Lakshmi,2023-11-06
P16781,Torque Rod,Brass,21.81,Neha,2023-11-02
P18253,Knuckle,Cast Iron,31.6,Suresh,2023-11-03
P3502,Crankshaft,Iron,38.21,Rahul,2023-11-08
P8162,Timing Belt,Magnesium,22.54,Meena,2023-11-09
P8775,Bearing Housing,Aluminum,32.19,Arun,2023-11-21
P1466,Drive Shaft,Aluminum,24.21,Ankit,2023-11-12
P14053,Clutch Plate,Brass,23.63,Priya,2023-11-23
P6128,Tie Rod End,Copper Alloy,40.2,Ankit,2023-11-12
P11581,Drive Shaft,Cast Iron,17.35,Ankit,2023-11-08
P20208,Axle Rod,Aluminum,41.6,Arun,2023-11-14
P11330,Knuckle,Brass,4.6,Meena,2023-11-23
P2304,Drive Shaft,Brass,33.95,Neha,2023-11-12
P8033,Differential Gear,Cast Iron,20.88,Kavitha,2023-11-04
P7194,Differential Gear,Brass,47.3,Priya,2023-11-19
P2292,Crankshaft,Titanium,10.87,Ankit,2023-11-13
P2847,Tie Rod End,Aluminum,1.42,Rahul,2023-11-19
P15880,Drive Shaft,Cast Iron,5.89,Amit,2023-11-09
P3864,Brake Disc,Iron,19.78,Rahul,2023-11-02
P6914,Drive Shaft,Titanium,49.35,Lakshmi,2023-11-18
P10272,Crankshaft,Titanium,30.83,Amit,2023-11-25
P12381,Camshaft,Aluminum,4.7,Ravi,2023-11-07
P7126,Piston Ring,Magnesium,23.57,Neha,2023-11-30
P12429,Torque Rod,Steel,49.63,Meena,2023-11-23
P17364,Bearing Housing,Brass,27.32,Kavitha,2023-11-24
P1680,Camshaft,Titanium,17.64,Ankit,2023-11-08
P19808,Ball Joint,Iron,7.0,Rahul,2023-11-01
P12845,Brake Disc,Aluminum,38.58,Ankit,2023-11-03
P8576,Bearing Housing,Carbon Steel,1.96,Rahul,2023-11-19
P12326,Drive Shaft,Stainless Steel,13.47,Ankit,2023-11-19
P5723,Timing Belt,Titanium,7.05,Amit,2023-11-08
P1562,Bearing Housing,Magnesium,26.11,Kavitha,2023-11-03
P20441,Flywheel,Brass,18.3,Suresh,2023-11-24
P20640,Valve Spring,Titanium,42.55,Rahul,2023-11-18
P11322,Differential Gear,Carbon Steel,21.44,Ravi,2023-11-26
P6916,Knuckle,Steel,30.91,Neha,2023-11-28
P11278,Clutch Plate,Aluminum,8.59,Lakshmi,2023-11-14
P15863,Ball Joint,Brass,25.33,Meena,2023-11-14
P8812,Brake Disc,Iron,8.99,Ankit,2023-11-26
P11233,Piston Ring,Aluminum,24.76,Ravi,2023-11-08
P20577,Suspension Arm,Carbon Steel,6.6,Meena,2023-11-24
P18728,Steering Rack,Steel,29.45,Kavitha,2023-11-03
P20500,Knuckle,Titanium,16.11,Ravi,2023-11-20
P14528,Bearing Housing,Stainless Steel,10.38,Meena,2023-11-08
P9114,Steering Rack,Steel,22.79,Ankit,2023-11-26
P5293,Tie Rod End,Aluminum,40.79,Suresh,2023-11-21
P7012,Rocker Arm,Carbon Steel,13.91,Priya,2023-11-28
P14085,Rocker Arm,Titanium,3.75,Lakshmi,2023-11-25
P7392,Camshaft,Iron,21.74,Meena,2023-11-05
P6942,Drive Shaft,Iron,0.3,Meena,2023-11-04
P6684,Steering Rack,Titanium,44.9,Amit,2023-11-02
P8257,Ball Joint,Aluminum,5.46,Ravi,2023-11-10
P7304,Drive Shaft,Stainless Steel,27.13,Priya,2023-11-23
P10470,Crankshaft,Aluminum,33.43,Ankit,2023-11-10
P7398,Tie Rod End,Cast Iron,16.58,Neha,2023-11-18
P15128,Brake Disc,Titanium,38.41,Meena,2023-11-03
P15205,Brake Disc,Magnesium,35.82,Neha,2023-11-22
P16851,Camshaft,Steel,17.85,Meena,2023-11-14
P7962,Differential Gear,Brass,38.42,Lakshmi,2023-11-30
P5929,Drive Shaft,Iron,13.02,Neha,2023-11-09
P2162,Differential Gear,Iron,15.43,Amit,2023-11-12
P9426,Differential Gear,Magnesium,9.28,Arun,2023-11-06
P14119,Rocker Arm,Magnesium,10.05,Ravi,2023-11-06
P20769,Ball Joint,Iron,30.04,Kavitha,2023-11-13
P14865,Steering Rack,Aluminum,5.69,Priya,2023-11-28
P6069,Knuckle,Copper Alloy,2.62,Ankit,2023-11-20
P14621,Gear Shaft,Cast Iron,28.23,Meena,2023-11-04
P15569,Tie Rod End,Iron,35.37,Neha,2023-11-06
P15884,Camshaft,Stainless Steel,44.13,Suresh,2023-11-18
P8396,Bearing Housing,Cast Iron,3.55,Priya,2023-11-04
P3923,Bearing Housing,Steel,32.13,Kavitha,2023-11-30
P2970,Torque Rod,Titanium,26.76,Kavitha,2023-11-05
P1142,Torque Rod,Stainless Steel,9.61,Amit,2023-11-07
P16346,Steering Rack,Aluminum,29.17,Kavitha,2023-11-27
P20807,Ball Joint,Copper Alloy,6.62,Rahul,2023-11-15
P11138,Axle Rod,Cast Iron,25.39,Arun,2023-11-27
P8604,Crankshaft,Steel,43.28,Suresh,2023-11-19
P17315,Bearing Housing,Brass,46.01,Rahul,2023-11-29
P4178,Brake Disc,Copper Alloy,39.68,Rahul,2023-11-20
P6396,Knuckle,Iron,15.62,Suresh,2023-11-01
P15366,Bearing Housing,Carbon Steel,32.12,Lakshmi,2023-11-07
P8335,Steering Rack,Stainless Steel,21.65,Lakshmi,2023-11-17
P14508,Drive Shaft,Cast Iron,26.78,Arun,2023-11-24
P20887,Axle Rod,Iron,47.58,Priya,2023-11-10
P7861,Bearing Housing,Carbon Steel,33.08,Neha,2023-11-03
P16065,Valve Spring,Copper Alloy,34.17,Amit,2023-11-24
P11677,Differential Gear,Carbon Steel,13.63,Neha,2023-11-24
P12798,Drive Shaft,Iron,13.74,Kavitha,2023-11-07
P20281,Torque Rod,Iron,31.92,Suresh,2023-11-05
P5229,Rocker Arm,Stainless Steel,19.35,Lakshmi,2023-11-26
P5412,Suspension Arm,Brass,0.93,Ankit,2023-11-15
P20471,Ball Joint,Carbon Steel,14.75,Priya,2023-11-18
P7748,Tie Rod End,Cast Iron,23.4,Rahul,2023-11-20
P9392,Axle Rod,Stainless Steel,49.37,Arun,2023-11-22
P4891,Suspension Arm,Titanium,16.36,Arun,2023-11-10
P3326,Bearing Housing,Titanium,3.55,Deepak,2023-11-08
P19725,Gear Shaft,Titanium,28.25,Meena,2023-11-30
P20307,Clutch Plate,Stainless Steel,2.16,Meena,2023-11-04
P3043,Flywheel,Titanium,2.47,Ankit,2023-11-28
P1923,Gear Shaft,Titanium,44.25,Ankit,2023-11-04
P4159,Axle Rod,Iron,30.78,Meena,2023-11-06
P7651,Differential Gear,Iron,32.71,Neha,2023-11-20
P20116,Bearing Housing,Magnesium,1.33,Rahul,2023-11-09
P16731,Tie Rod End,Aluminum,20.13,Amit,2023-11-21
P1356,Knuckle,Aluminum,46.32,Lakshmi,2023-11-17
P8688,Differential Gear,Steel,5.23,Lakshmi,2023-11-08
P11228,Camshaft,Carbon Steel,39.28,Rahul,2023-11-02
P16064,Suspension Arm,Brass,20.5,Meena,2023-11-29
P7885,Suspension Arm,Carbon Steel,34.74,Ankit,2023-11-13
P9679,Piston Ring,Copper Alloy,49.43,Meena,2023-11-07
P19094,Tie Rod End,Aluminum,32.11,Ravi,2023-11-02
P15481,Axle Rod,Aluminum,19.81,Kavitha,2023-11-03
P3193,Torque Rod,Steel,48.33,Arun,2023-11-22
P2353,Crankshaft,Steel,0.42,Priya,2023-11-08
P11784,Ball Joint,Stainless Steel,47.23,Amit,2023-11-02
P8141,Flywheel,Stainless Steel,38.62,Kavitha,2023-11-11
P14913,Clutch Plate,Steel,43.07,Deepak,2023-11-08
P3618,Knuckle,Stainless Steel,46.81,Arun,2023-11-07
P6995,Ball Joint,Brass,7.35,Meena,2023-11-12
P15859,Piston Ring,Steel,30.11,Deepak,2023-11-13
P5874,Gear Shaft,Magnesium,49.28,Ankit,2023-11-26
P19648,Steering Rack,Steel,30.45,Ankit,2023-11-22
P9025,Crankshaft,Titanium,11.53,Amit,2023-11-03
P6209,Drive Shaft,Copper Alloy,37.07,Suresh,2023-11-30
P16837,Drive Shaft,Cast Iron,48.2,Lakshmi,2023-11-30
P16333,Torque Rod,Magnesium,47.02,Neha,2023-11-05
P9991,Torque Rod,Aluminum,35.97,Priya,2023-11-11
P17601,Gear Shaft,Cast Iron,5.45,Lakshmi,2023-11-24
P2115,Piston Ring,Steel,35.35,Arun,2023-11-17
P19073,Tie Rod End,Copper Alloy,29.1,Lakshmi,2023-11-25
P10536,Clutch Plate,Brass,32.46,Suresh,2023-11-22
P4970,Flywheel,Aluminum,10.74,Kavitha,2023-11-06
P13582,Brake Disc,Magnesium,1.33,Lakshmi,2023-11-26
P6595,Timing Belt,Cast Iron,48.24,Deepak,2023-11-30
P8906,Clutch Plate,Carbon Steel,40.77,Kavitha,2023-11-08
P9287,Bearing Housing,Cast Iron,41.91,Amit,2023-11-22
P9872,Piston Ring,Steel,16.34,Priya,2023-11-02
P1140,Piston Ring,Steel,18.87,Ankit,2023-11-25
P16132,Drive Shaft,Carbon Steel,11.24,Priya,2023-11-30
P11123,Bearing Housing,Carbon Steel,27.96,Deepak,2023-11-29
P9239,Tie Rod End,Stainless Steel,32.73,Meena,2023-11-04
P2081,Camshaft,Steel,33.01,Ravi,2023-11-13
P13054,Ball Joint,Iron,38.28,Neha,2023-11-22
P12904,Torque Rod,Copper Alloy,40.27,Kavitha,2023-11-12
P7386,Knuckle,Aluminum,10.9,Rahul,2023-11-25
P3743,Clutch Plate,Iron,12.69,Meena,2023-11-12
P20722,Steering Rack,Carbon Steel,36.46,Arun,2023-11-19
P9622,Rocker Arm,Magnesium,11.73,Ankit,2023-11-30
P6103,Rocker Arm,Aluminum,39.87,Ankit,2023-11-23
P20707,Brake Disc,Steel,22.42,Kavitha,2023-11-09
P20161,Tie Rod End,Carbon Steel,35.06,Suresh,2023-11-02
P8233,Crankshaft,Titanium,44.64,Amit,2023-11-30
P20533,Suspension Arm,Iron,40.13,Deepak,2023-11-29
P19072,Piston Ring,Steel,26.4,Rahul,2023-11-23
P7839,Crankshaft,Cast Iron,30.81,Suresh,2023-11-01
P9461,Differential Gear,Titanium,10.9,Rahul,2023-11-20
P5347,Bearing Housing,Brass,30.0,Ankit,2023-11-14
P16783,Ball Joint,Aluminum,16.07,Kavitha,2023-11-07
P2843,Valve Spring,Copper Alloy,35.27,Deepak,2023-11-26
P14061,Torque Rod,Aluminum,7.98,Meena,2023-11-15
P3583,Drive Shaft,Steel,48.47,Neha,2023-11-30
P8872,Crankshaft,Copper Alloy,16.0,Ankit,2023-11-01
P3449,Differential Gear,Carbon Steel,7.71,Neha,2023-11-16
P11123,Bearing Housing,Copper Alloy,3.95,Deepak,2023-11-23
P10687,Axle Rod,Iron,24.88,Lakshmi,2023-11-09
P12848,Crankshaft,Magnesium,43.74,Kavitha,2023-11-07
P13575,Axle Rod,Cast Iron,2.26,Meena,2023-11-24
P8751,Clutch Plate,Steel,46.34,Meena,2023-11-16
P11334,Knuckle,Titanium,1.03,Rahul,2023-11-15
P17396,Suspension Arm,Copper Alloy,12.23,Neha,2023-11-12
P5758,Tie Rod End,Copper Alloy,11.04,Lakshmi,2023-11-21
P2412,Steering Rack,Titanium,2.26,Priya,2023-11-05
P1462,Tie Rod End,Steel,23.45,Arun,2023-11-06
P20318,Knuckle,Magnesium,31.48,Ankit,2023-11-03
P2581,Drive Shaft,Brass,21.83,Ravi,2023-11-22
P20117,Tie Rod End,Copper Alloy,22.42,Deepak,2023-11-13
P19197,Crankshaft,Steel,49.15,Arun,2023-11-10
P13942,Flywheel,Carbon Steel,26.52,Deepak,2023-11-19
P8524,Suspension Arm,Cast Iron,44.87,Priya,2023-11-10
P15917,Knuckle,Titanium,6.41,Ankit,2023-11-15
P5539,Steering Rack,Cast Iron,1.94,Rahul,2023-11-16
P11356,Timing Belt,Cast Iron,40.04,Suresh,2023-11-20
P10662,Rocker Arm,Cast Iron,10.29,Priya,2023-11-16
P15407,Suspension Arm,Iron,31.05,Suresh,2023-11-30
P20327,Torque Rod,Cast Iron,24.11,Arun,2023-11-19
P1259,Gear Shaft,Titanium,7.5,Rahul,2023-11-10
P15085,Valve Spring,Iron,37.22,Ankit,2023-11-08
P7232,Tie Rod End,Magnesium,41.23,Kavitha,2023-11-19
P2891,Rocker Arm,Brass,45.56,Rahul,2023-11-08
P4295,Brake Disc,Magnesium,28.89,Suresh,2023-11-04
P18222,Steering Rack,Cast Iron,28.44,Rahul,2023-11-17
P12126,Gear Shaft,Aluminum,26.26,Neha,2023-11-16
P19693,Brake Disc,Titanium,16.48,Ravi,2023-11-08
P6740,Flywheel,Aluminum,23.43,Meena,2023-11-21
P20538,Valve Spring,Brass,36.58,Arun,2023-11-19
P9996,Drive Shaft,Carbon Steel,0.5,Rahul,2023-11-20
P14883,Brake Disc,Carbon Steel,24.35,Amit,2023-11-26
P7613,Rocker Arm,Brass,28.68,Amit,2023-11-06
P11130,Flywheel,Steel,41.5,Suresh,2023-11-10
P1701,Axle Rod,Titanium,25.97,Meena,2023-11-17
P4668,Clutch Plate,Titanium,26.28,Meena,2023-11-08
P10486,Axle Rod,Iron,15.62,Kavitha,2023-11-06
P12279,Torque Rod,Iron,44.34,Meena,2023-11-05
P9845,Bearing Housing,Aluminum,27.96,Deepak,2023-11-05
P16024,Timing Belt,Titanium,20.94,Lakshmi,2023-11-10
P2720,Drive Shaft,Brass,11.42,Ravi,2023-11-07
P15109,Knuckle,Cast Iron,11.17,Rahul,2023-11-24
P10900,Differential Gear,Steel,45.57,Suresh,2023-11-23
P18309,Suspension Arm,Brass,37.21,Meena,2023-11-27
P2979,Camshaft,Carbon Steel,32.74,Amit,2023-11-05
P13902,Camshaft,Stainless Steel,20.55,Amit,2023-11-07
P11809,Bearing Housing,Carbon Steel,2.44,Ankit,2023-11-01
P1896,Rocker Arm,Steel,31.57,Kavitha,2023-11-23
P6977,Ball Joint,Copper Alloy,49.89,Lakshmi,2023-11-30
P8540,Steering Rack,Titanium,27.05,Ankit,2023-11-29
P20555,Crankshaft,Cast Iron,9.45,Meena,2023-11-19
P20226,Drive Shaft,Titanium,34.49,Meena,2023-11-04
P13055,Valve Spring,Magnesium,0.7,Deepak,2023-11-27
P9354,Valve Spring,Brass,34.95,Suresh,2023-11-07
P19345,Clutch Plate,Carbon Steel,1.0,Deepak,2023-11-23
P7906,Brake Disc,Copper Alloy,2.81,Suresh,2023-11-17
P20777,Timing Belt,Brass,10.31,Kavitha,2023-11-16
P15113,Differential Gear,Magnesium,47.63,Rahul,2023-11-30
P15361,Rocker Arm,Magnesium,45.72,Ankit,2023-11-25
P11101,Differential Gear,Steel,5.56,Rahul,2023-11-15
P11104,Rocker Arm,Magnesium,24.82,Priya,2023-11-14
P1112,Knuckle,Copper Alloy,16.87,Amit,2023-11-06
P4511,Steering Rack,Brass,34.31,Ankit,2023-11-12
P20523,Flywheel,Brass,37.77,Arun,2023-11-24
P19917,Axle Rod,Copper Alloy,37.09,Ankit,2023-11-26
P18357,Ball Joint,Stainless Steel,30.43,Ravi,2023-11-01
P18362,Crankshaft,Aluminum,3.0,Neha,2023-11-30
P12016,Tie Rod End,Copper Alloy,31.86,Priya,2023-11-16
P5378,Tie Rod End,Aluminum,21.39,Meena,2023-11-09
P19812,Torque Rod,Cast Iron,6.84,Neha,2023-11-21
P17234,Ball Joint,Brass,32.13,Meena,2023-11-06
P10868,Gear Shaft,Copper Alloy,26.75,Lakshmi,2023-11-29
P20056,Crankshaft,Titanium,34.14,Meena,2023-11-06
P5358,Differential Gear,Steel,45.18,Ankit,2023-11-09
P18814,Tie Rod End,Aluminum,30.38,Priya,2023-11-24
P7906,Suspension Arm,Iron,36.08,Neha,2023-11-25
P18054,Clutch Plate,Titanium,47.33,Ankit,2023-11-15
P7589,Valve Spring,Stainless Steel,19.99,Meena,2023-11-14
P1527,Differential Gear,Cast Iron,38.5,Kavitha,2023-11-02
P9817,Suspension Arm,Copper Alloy,9.81,Kavitha,2023-11-20
P20638,Drive Shaft,Titanium,22.63,Suresh,2023-11-04
P6627,Rocker Arm,Titanium,43.02,Suresh,2023-11-18
P1441,Crankshaft,Stainless Steel,22.74,Ankit,2023-11-30
P19528,Tie Rod End,Steel,32.13,Ankit,2023-11-18
P20715,Valve Spring,Titanium,45.18,Amit,2023-11-02
P11139,Piston Ring,Steel,19.63,Meena,2023-11-19
P4687,Knuckle,Aluminum,23.59,Rahul,2023-11-23
P12770,Gear Shaft,Aluminum,29.83,Kavitha,2023-11-24
P6762,Crankshaft,Titanium,30.72,Deepak,2023-11-12
P1765,Drive Shaft,Cast Iron,8.98,Deepak,2023-11-11
P11340,Valve Spring,Brass,35.62,Deepak,2023-11-24
