part_id,part_name,material,weight_kg,designer,created_date
P8611,Steering Rack,Titanium,34.07,Ankit,2023-10-24
P18642,Ball Joint,Aluminum,37.57,Arun,2023-10-16
P2691,Clutch Plate,Magnesium,38.42,Ankit,2023-10-05
P20682,Tie Rod End,Titanium,0.17,Ankit,2023-10-12
P12424,Ball Joint,Steel,8.37,Meena,2023-10-19
P3229,Bearing Housing,Carbon Steel,30.61,Amit,2023-10-11
P18899,Drive Shaft,Cast Iron,16.13,Ankit,2023-10-14
P14832,Gear Shaft,Aluminum,25.11,Suresh,2023-10-17
P2481,Ball Joint,Magnesium,38.59,Deepak,2023-10-27
P16444,Ball Joint,Carbon Steel,29.67,Ravi,2023-10-19
P3181,Ball Joint,Brass,35.06,Ankit,2023-10-10
P11277,Bearing Housing,Magnesium,40.45,Suresh,2023-10-29
P16694,Differential Gear,Cast Iron,19.99,Suresh,2023-10-06
P14611,Suspension Arm,Carbon Steel,20.74,Priya,2023-10-30
P17226,Steering Rack,Magnesium,41.29,Kavitha,2023-10-21
P14107,Clutch Plate,Magnesium,35.1,Ravi,2023-10-30
P6364,Camshaft,Cast Iron,32.71,Priya,2023-10-10
P15134,Camshaft,Titanium,6.32,Priya,2023-10-22
P20526,Gear Shaft,Cast Iron,36.84,Deepak,2023-10-04
P8617,Tie Rod End,Magnesium,19.75,Lakshmi,2023-10-29
P1304,Axle Rod,Steel,12.64,Neha,2023-10-07
P6440,Bearing Housing,Stainless Steel,37.43,Suresh,2023-10-04
P20154,Torque Rod,Brass,2.55,Suresh,2023-10-19
P12887,Tie Rod End,Titanium,22.64,Neha,2023-10-03
P10527,Valve Spring,Stainless Steel,38.14,Arun,2023-10-20
P17434,Brake Disc,Titanium,12.35,Rahul,2023-10-10
P15220,Differential Gear,Magnesium,35.96,Priya,2023-10-14
P3136,Knuckle,Copper Alloy,21.88,Arun,2023-10-25
P9077,Brake Disc,Brass,4.04,Neha,2023-10-11
P18599,Axle Rod,Carbon Steel,29.08,Ravi,2023-10-26
P3860,Drive Shaft,Steel,9.08,Rahul,2023-10-06
P3425,Tie Rod End,Aluminum,46.09,Neha,2023-10-07
P19365,Valve Spring,Copper Alloy,9.04,Ankit,2023-10-26
P12505,Clutch Plate,Stainless Steel,48.4,Deepak,2023-10-20
P19007,Camshaft,Titanium,31.39,Meena,2023-10-19
P15931,Suspension Arm,Stainless Steel,48.61,Neha,2023-10-27
P12476,Gear Shaft,Brass,24.7,Meena,2023-10-25
P19288,Axle Rod,Magnesium,20.75,Ankit,2023-10-18
P4072,Brake Disc,Titanium,6.52,Priya,2023-10-15
P8772,Rocker Arm,Aluminum,38.36,Neha,2023-10-17
P11128,Tie Rod End,Copper Alloy,1.51,Neha,2023-10-03
P20114,Knuckle,Aluminum,6.05,Arun,2023-10-06
P1282,Bearing Housing,Brass,0.45,Deepak,2023-10-06
P8251,Flywheel,Carbon Steel,26.76,Amit,2023-10-04
P1922,Bearing Housing,Aluminum,13.77,Ankit,2023-10-17
