part_id,part_name,material,weight_kg,designer,created_date
P15252,Rocker Arm,Cast Iron,31.27,Kavitha,2024-04-30
P7248,Crankshaft,Aluminum,36.34,Kavitha,2024-04-22
P4247,Clutch Plate,Carbon Steel,32.36,Kavitha,2024-04-24
P9874,Camshaft,Steel,46.36,Kavitha,2024-04-12
P14802,Crankshaft,Magnesium,34.16,Rahul,2024-04-18
P16354,Rocker Arm,Carbon Steel,26.94,Lakshmi,2024-04-14
P8047,Clutch Plate,Cast Iron,26.17,Deepak,2024-04-24
P11827,Camshaft,Copper Alloy,16.56,Rahul,2024-04-01
P10823,Axle Rod,Carbon Steel,15.05,Rahul,2024-04-20
P20314,Steering Rack,Titanium,14.3,Suresh,2024-04-19
P4842,Tie Rod End,Steel,3.53,Priya,2024-04-11
P9871,Knuckle,Stainless Steel,14.0,Amit,2024-04-02
P20538,Clutch Plate,Copper Alloy,39.21,Ravi,2024-04-20
P19996,Timing Belt,Aluminum,34.36,Ankit,2024-04-29
P8507,Axle Rod,Titanium,14.67,Arun,2024-04-07
P1916,Steering Rack,Copper Alloy,17.88,Meena,2024-04-27
P1494,Gear Shaft,Steel,16.0,Rahul,2024-04-12
P16052,Knuckle,Iron,38.13,Ankit,2024-04-21
P7237,Brake Disc,Stainless Steel,49.24,Suresh,2024-04-20
P19044,Rocker Arm,Brass,49.79,Meena,2024-04-04
P4072,Differential Gear,Iron,40.15,Amit,2024-04-02
P12545,Steering Rack,Carbon Steel,48.84,Ravi,2024-04-03
P2746,Valve Spring,Aluminum,37.67,Ankit,2024-04-11
P15598,Gear Shaft,Iron,19.76,Priya,2024-04-01
P6628,Ball Joint,Iron,35.08,Lakshmi,2024-04-12
P11329,Valve Spring,Iron,7.26,Meena,2024-04-08
P2457,Valve Spring,Stainless Steel,31.93,Ravi,2024-04-30
P9889,Axle Rod,Magnesium,21.72,Arun,2024-04-20
P15423,Camshaft,Magnesium,2.64,Suresh,2024-04-29
P15097,Timing Belt,Brass,46.22,Rahul,2024-04-14
P9177,Clutch Plate,Copper Alloy,49.01,Suresh,2024-04-15
P6272,Knuckle,Aluminum,42.85,Priya,2024-04-15
P18139,Camshaft,Titanium,21.99,Amit,2024-04-11
P4864,Knuckle,Carbon Steel,1.74,Kavitha,2024-04-27
P8110,Bearing Housing,Stainless Steel,37.98,Ankit,2024-04-17
P18964,Flywheel,Carbon Steel,38.45,Arun,2024-04-03
P2479,Drive Shaft,Aluminum,2.67,Lakshmi,2024-04-21
P11575,Suspension Arm,Iron,17.11,Amit,2024-04-29
P7705,Camshaft,Iron,1.43,Suresh,2024-04-23
P7922,Differential Gear,Copper Alloy,30.41,Suresh,2024-04-30
P2251,Brake Disc,Iron,42.23,Ankit,2024-04-08
P18148,Differential Gear,Brass,8.87,Amit,2024-04-20
P5704,Piston Ring,Iron,20.53,Priya,2024-04-18
P13250,Knuckle,Brass,42.24,Kavitha,2024-04-25
P7205,Valve Spring,Copper Alloy,42.86,Suresh,2024-04-19
P1742,Rocker Arm,Magnesium,23.45,Neha,2024-04-06
P10649,Suspension Arm,Iron,19.74,Kavitha,2024-04-16
P17864,Flywheel,Brass,49.04,Arun,2024-04-13
P9518,Differential Gear,Steel,43.94,Meena,2024-04-30
P2024,Flywheel,Copper Alloy,44.56,Meena,2024-04-09
P5554,Differential Gear,Iron,12.48,Meena,2024-04-13
P11484,Drive Shaft,Carbon Steel,45.89,Kavitha,2024-04-18
P3727,Tie Rod End,Iron,15.7,Arun,2024-04-18
P4663,Drive Shaft,Brass,32.88,Suresh,2024-04-21
P3323,Crankshaft,Steel,16.41,Ankit,2024-04-06
P16808,Torque Rod,Brass,24.93,Ankit,2024-04-05
P18276,Valve Spring,Iron,34.8,Amit,2024-04-14
P15487,Clutch Plate,Carbon Steel,30.32,Meena,2024-04-05
P19947,Timing Belt,Iron,4.99,Ankit,2024-04-17
P11043,Steering Rack,Brass,21.41,Neha,2024-04-28
P6163,Crankshaft,Copper Alloy,38.67,Rahul,2024-04-03
P8104,Axle Rod,Cast Iron,23.96,Priya,2024-04-16
P5315,Differential Gear,Aluminum,41.0,Neha,2024-04-18
P5201,Crankshaft,Cast Iron,12.24,Arun,2024-04-25
P16170,Piston Ring,Aluminum,34.81,Lakshmi,2024-04-28
P5036,Knuckle,Stainless Steel,21.84,Deepak,2024-04-02
P3803,Axle Rod,Copper Alloy,35.17,Meena,2024-04-30
P9803,Camshaft,Carbon Steel,49.89,Priya,2024-04-23
P7900,Differential Gear,Aluminum,38.87,Priya,2024-04-06
P2211,Piston Ring,Titanium,49.49,Deepak,2024-04-07
P19726,Axle Rod,Copper Alloy,37.44,Suresh,2024-04-20
P20821,Steering Rack,Brass,30.69,Meena,2024-04-11
P7421,Rocker Arm,Copper Alloy,21.74,Deepak,2024-04-14
P2724,Ball Joint,Cast Iron,20.72,Lakshmi,2024-04-05
P2324,Clutch Plate,Brass,45.19,Lakshmi,2024-04-17
P6379,Suspension Arm,Steel,4.23,Ravi,2024-04-19
P5599,Clutch Plate,Carbon Steel,21.9,Arun,2024-04-27
P4159,Differential Gear,Magnesium,36.53,Arun,2024-04-03
P20231,Steering Rack,Brass,2.28,Suresh,2024-04-09
P7301,Flywheel,Cast Iron,15.24,Deepak,2024-04-30
P2383,Ball Joint,Stainless Steel,14.78,Meena,2024-04-29
P17340,Steering Rack,Carbon Steel,29.17,Ravi,2024-04-03
P11884,Knuckle,Steel,32.34,Ravi,2024-04-09
P5534,Ball Joint,Steel,47.25,Suresh,2024-04-16
P6751,Piston Ring,Stainless Steel,38.16,Ankit,2024-04-29
P7584,Drive Shaft,Steel,8.41,Suresh,2024-04-16
P10732,Timing Belt,Cast Iron,27.83,Priya,2024-04-22
P8293,Timing Belt,Titanium,2.14,Priya,2024-04-13
P19625,Suspension Arm,Copper Alloy,19.8,Lakshmi,2024-04-06
P14240,Bearing Housing,Titanium,3.89,Deepak,2024-04-17
P17702,Ball Joint,Magnesium,43.9,Arun,2024-04-28
P15589,Tie Rod End,Cast Iron,4.02,Priya,2024-04-05
P5309,Camshaft,Brass,39.85,Amit,2024-04-07
P15127,Steering Rack,Stainless Steel,31.03,Deepak,2024-04-11
P9455,Rocker Arm,Iron,13.03,Neha,2024-04-01
P5602,Steering Rack,Iron,47.97,Amit,2024-04-14
P20238,Bearing Housing,Cast Iron,21.44,Priya,2024-04-22
