part_id,part_name,material,weight_kg,designer,created_date
P1300,Part_P1300,Steel,2.87,Neha,2026-01-31
P1301,Part_P1301,Alloy,3.74,Ankit,2026-01-31
P1302,Part_P1302,Alloy,4.29,Ankit,2026-01-31
P1303,Part_P1303,Iron,2.48,Neha,2026-01-31
P1304,Part_P1304,Carbon Steel,4.4,Ankit,2026-01-31
P1305,Part_P1305,Iron,4.44,Ankit,2026-01-31
P1306,Part_P1306,Aluminum,3.81,Ankit,2026-01-31
P1307,Part_P1307,Iron,2.79,Ravi,2026-01-31
P1308,Part_P1308,Aluminum,2.97,Ravi,2026-01-31
P1309,Part_P1309,Iron,1.44,Amit,2026-01-31
P1310,Part_P1310,Aluminum,3.15,Neha,2026-01-31
P1311,Part_P1311,Carbon Steel,4.59,Ravi,2026-01-31
P1312,Part_P1312,Steel,3.55,Amit,2026-01-31
P1313,Part_P1313,Aluminum,3.65,Rahul,2026-01-31
P1314,Part_P1314,Carbon Steel,3.01,Rahul,2026-01-31
P1315,Part_P1315,Carbon Steel,1.4,Ankit,2026-01-31
P1316,Part_P1316,Steel,2.75,Rahul,2026-01-31
P1317,Part_P1317,Steel,4.22,Ankit,2026-01-31
P1318,Part_P1318,Carbon Steel,1.15,Rahul,2026-01-31
P1319,Part_P1319,Carbon Steel,1.56,Ankit,2026-01-31
P1320,Part_P1320,Aluminum,4.26,Ankit,2026-01-31
P1321,Part_P1321,Aluminum,3.83,Rahul,2026-01-31
P1322,Part_P1322,Aluminum,3.11,Rahul,2026-01-31
P1323,Part_P1323,Alloy,3.3,Neha,2026-01-31
P1324,Part_P1324,Iron,1.01,Ankit,2026-01-31
P1325,Part_P1325,Alloy,1.63,Ravi,2026-01-31
P1326,Part_P1326,Alloy,3.38,Amit,2026-01-31
P1327,Part_P1327,Aluminum,2.47,Rahul,2026-01-31
P1328,Part_P1328,Aluminum,2.35,Neha,2026-01-31
P1329,Part_P1329,Carbon Steel,2.48,Rahul,2026-01-31
P1330,Part_P1330,Iron,4.05,Rahul,2026-01-31
P1331,Part_P1331,Alloy,1.11,Rahul,2026-01-31
P1332,Part_P1332,Iron,1.12,Amit,2026-01-31
P1333,Part_P1333,Iron,2.6,Amit,2026-01-31
P1334,Part_P1334,Aluminum,1.25,Ravi,2026-01-31
P1335,Part_P1335,Alloy,3.93,Amit,2026-01-31
P1336,Part_P1336,Steel,3.1,Rahul,2026-01-31
P1337,Part_P1337,Aluminum,4.21,Neha,2026-01-31
